B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11
1334.8928,1452.324,1716.2168,1483.3752,2070.366,3835.1492,4464.3193,4751.7437,4760.0513,3161.8997,2146.8672
1290.69,1402.1842,1641.69,1484.9674,1969.746,3724.8206,4470.958,4734.937,4726.6436,2978.937,2006.049
1324.7892,1429.0071,1683.473,1460.4005,2047.8806,3829.0657,4458.5645,4737.2974,4758.398,3149.15,2127.7798
1318.9161,1421.5618,1673.0164,1450.9836,2029.387,3815.697,4446.385,4744.4614,4749.0747,3123.289,2109.268
1312.1565,1416.0374,1663.9205,1443.2874,2012.9182,3800.229,4434.493,4740.042,4740.493,3096.4812,2092.5303
1288.3738,1391.771,1627.9182,1454.514,1933.4906,3742.0327,4530.5376,4776.958,4771.3926,2932.486,1969.9136
1304.486,1405.1714,1643.3756,1428.5165,1989.9038,3766.0916,4403.6245,4702.188,4708.5376,3058.3804,2071.0986
1285.7129,1386.6847,1623.8564,1436.8094,1910.3577,3767.9436,4590.1646,4833.539,4821.925,2908.1365,1948.5741
1288.1565,1382.306,1602.0421,1401.3551,1933.1565,3675.5444,4319.5815,4610.8833,4610.972,2967.8855,2019.5887
1278.5046,1369.2968,1575.6238,1384.3411,1899.8551,3633.8926,4288.5024,4553.243,4573.257,2923.1682,1989.465
1281.324,1379.6061,1619.6294,1421.7832,1892.7902,3807.5151,4676.3145,4916.373,4899.8506,2892.9277,1931.2284
1271.4373,1357.5511,1555.5186,1369.5442,1874.3837,3607.0396,4268.823,4538.9067,4555.137,2890.5837,1964.386
1259.5948,1336.5012,1522.7377,1344.3115,1832.7002,3579.3936,4263.2505,4533.939,4544.5435,2836.7097,1924.0117
1253.9486,1328.8622,1511.243,1333.1122,1813.3341,3568.2383,4258.8574,4531.397,4536.026,2815.9907,1909.4977
1272.3163,1368.0953,1616.0791,1406.1721,1872.1116,3875.921,4830.335,5081.0933,5046.165,2893.172,1911.6698
1246.3901,1317.4205,1492.6753,1317.3224,1785.9136,3530.8083,4223.161,4493.7524,4495.3013,2785.8435,1890.0818
1244.815,1309.1241,1480.9297,1307.5339,1779.2458,3518.4824,4206.555,4474.042,4481.6323,2790.7073,1891.0375
1247.493,1309.7395,1481.3837,1309.193,1787.2279,3503.6697,4188.658,4454.265,4465.144,2816.7302,1910.5768
1267.8541,1365.1436,1610.88,1402.2377,1846.5695,3863.0872,4864.767,5105.8164,5065.3315,2874.0234,1895.3082
1251.8123,1320.0188,1494.3896,1327.8639,1809.8967,3494.5845,4171.5444,4435.2207,4449.5303,2861.0305,1944.0986
1260.9276,1338.0258,1518.5654,1366.3295,1847.8271,3489.2056,4144.4604,4409.598,4430.5234,2926.722,1997.9954
1267.2764,1361.5339,1604.0562,1397.5105,1834.0023,3853.8618,4868.2227,5097.635,5066.1216,2861.7542,1886.8595
1269.414,1350.8442,1539.3582,1397.5674,1884.8813,3493.021,4133.884,4421.5396,4428.9746,2991.4814,2048.6628
1280.5223,1371.1576,1564.2965,1437.0165,1923.8165,3482.6965,4099.0117,4387.746,4397.774,3051.2659,2103.3105
1267.0586,1359.2178,1601.541,1397.5245,1833.1874,3844.0469,4852.9814,5085.5034,5052.9507,2859.5667,1887.4824
1293.075,1396.8665,1596.2318,1485.2483,1974.6792,3470.281,4058.0093,4355.6533,4358.8267,3130.6533,2175.2039
1306.8235,1429.4117,1636.4518,1544.3364,2034.807,3458.28,4014.6636,4307.6704,4313.868,3217.1106,2255.1882
1267.8881,1361.007,1603.69,1401.1865,1842.4313,3841.6155,4842.4824,5073.3706,5044.121,2866.0862,1893.8811
1318.9556,1455.264,1669.4323,1595.6823,2088.8574,3463.7266,3998.208,4272.8315,4295.9697,3305.7852,2329.6658
1331.0493,1470.7465,1693.1831,1628.4343,2122.6597,3480.2817,3997.2534,4257.6763,4300.704,3357.0142,2372.0518
1270.5046,1366.6831,1611.7793,1409.6338,1861.885,3849.108,4839.148,5073.474,5047.223,2889.3215,1909.763
1339.7086,1477.1842,1710.1282,1648.6456,2146.5874,3498.669,4010.3357,4277.902,4315.4917,3393.818,2401.655
1344.6033,1473.0962,1712.4601,1647.5422,2157.4365,3522.1785,4040.1619,4322.657,4345.608,3410.277,2412.4624
1273.6986,1375.2173,1623.3224,1420.8738,1883.9509,3859.2827,4827.145,5066.995,5043.063,2915.264,1928.1799
1346.1831,1471.2183,1712.7559,1643.8004,2155.068,3536.3638,4065.4578,4345.554,4366.448,3402.8499,2405.4624
1345.8545,1470.3826,1713.7089,1639.7559,2149.5586,3549.6572,4088.791,4380.5024,4382.1665,3383.183,2388.77
1343.5571,1452.9744,1692.2448,1591.8019,2096.916,3565.937,4141.0117,4438.573,4424.0024,3275.3823,2306.2075
1283.7565,1394.8899,1647.8853,1450.7073,1942.7986,3877.1897,4794.2153,5031.799,5024.7144,2994.801,1985.2483
1342.2164,1438.0142,1674.2329,1555.7976,2065.6118,3567.1836,4156.7036,4467.327,4438.772,3215.1318,2258.0894
1340.1147,1428.527,1657.541,1522.3208,2035.1803,3571.8525,4164.8853,4460.098,4450.555,3158.0164,2209.637
1288.6869,1402.6099,1662.0701,1467.507,1975.0023,3884.1238,4771.9185,5008.9487,5008.486,3045.3225,2020.1005
1338.6495,1426.4463,1651.6238,1503.4977,2018.9579,3572.68,4170.6797,4485.243,4457.563,3122.3037,2181.5679
1337.7146,1426.3086,1648.2947,1489.3921,2001.4246,3578.9026,4192.673,4486.246,4474.865,3081.8352,2150.1138
1292.7958,1408.6338,1673.284,1479.6338,2002.392,3885.6433,4744.6455,4984.9766,4984.904,3090.209,2051.5586
1335.9977,1424.8951,1643.1561,1475.2634,1989.4755,3585.76,4196.5547,4490.8716,4480.653,3049.4336,2127.1584
1297.4369,1418.3318,1690.2523,1495.7546,2038.8832,3893.9136,4711.255,4959.5933,4959.526,3152.1963,2094.133
1333.7705,1432.4426,1648.9344,1469.1124,1978.9602,3590.6018,4205.6206,4514.2153,4483.78,2994.4824,2091.2458
1333.1495,1429.535,1643.8949,1463.75,1978.6285,3591.7756,4215.619,4506.416,4488.105,2985.222,2083.8926
1300.8641,1428.473,1706.2858,1511.3911,2072.8408,3906.773,4683.365,4931.1895,4938.1523,3211.1968,2135.7705
1331.3108,1429.0841,1646.9065,1464.257,1981.9136,3618.9648,4239.7896,4562.0703,4522.1753,2990.1985,2081.1448
1303.3574,1435.6426,1715.6589,1520.5911,2099.3716,3905.75,4643.0913,4889.2896,4899.8667,3255.5093,2170.0352
1311.644,1409.4426,1643.0446,1435.438,1984.7236,3752.815,4414.248,4736.3374,4700.0234,3001.4192,2054.4753
1287.8131,1371.8271,1586.7267,1392.6846,1914.5397,3623.5793,4241.234,4520.7524,4502.7173,2849.2966,1954.8949
1278.8247,1365.5468,1578.1028,1384.3318,1902.5958,3624.6191,4247.493,4529.3643,4512.1895,2841.4346,1947.7406
1269.0682,1359.6611,1567.6847,1374.9906,1885.3717,3624.5342,4261.2163,4535.054,4525.3716,2832.1648,1936.6329
1298.0468,1379.1378,1597.5701,1403.2103,1929.0818,3623.3108,4234.5815,4512.6123,4494.647,2858.4253,1964.75
1307.1093,1435.5046,1717.314,1521.7023,2115.7466,3894.6418,4602.17,4844.5347,4857.7627,3289.2441,2195.3699
1260.6963,1350.8037,1553.8037,1363.4883,1864.4299,3615.8762,4266.8643,4530.084,4527.626,2820.6191,1923.9906
1301.4556,1385.4415,1621.0631,1404.75,1964.1753,3782.6191,4467.995,4790.776,4751.4346,2979.8389,2023.215
1308.3411,1392.1262,1612.4229,1420.2921,1944.007,3613.138,4216.9814,4484.3223,4474.6216,2866.5303,1976.5397
1252.5477,1333.9044,1532.979,1341.091,1840.4988,3626.7761,4296.021,4556.69,4555.7134,2813.8555,1909.4872
1317.2552,1405.84,1625.1206,1437.812,1957.3643,3588.1067,4178.079,4431.281,4429.6265,2869.2668,1988.8259
1246.3765,1323.087,1519.927,1327.4447,1824.0259,3635.7764,4311.1294,4578.0327,4574.6895,2811.6165,1901.9694
1240.5165,1308.4929,1504.0728,1309.8075,1805.1198,3648.5586,4336.7017,4614.6855,4606.418,2806.263,1889.1361
1334.1104,1437.9766,1652.0634,1478.6244,1976.5775,3500.298,4050.9414,4286.995,4292.9062,2858.439,2013.4249
1310.1072,1432.8485,1715.9697,1518.4523,2125.8066,3897.1353,4584.457,4844.541,4840.3076,3317.1702,2213.3008
1339.9697,1447.0326,1657.1143,1489.1678,1976.2307,3459.9697,3999.3286,4236.62,4238.921,2848.648,2018.2937
1237.7103,1300.0677,1492.4113,1298.0514,1790.5397,3645.8318,4337.5376,4616.5327,4609.993,2793.5654,1877.9813
1288.9719,1365.5153,1599.3442,1382.3888,1936.7236,3762.377,4440.541,4770.5293,4727.8433,2938.3325,1988.6534
1345.5503,1456.0515,1659.8478,1499.6534,1972.7354,3415.8127,3942.4966,4168.862,4177.602,2832.0632,2018.7354
1283.8282,1361.1906,1591.8823,1376.6918,1926.7129,3754.1858,4434.3154,4748.955,4720.772,2925.5388,1977.9906
1311.2196,1429.965,1714.0887,1515.7968,2130.479,3909.3481,4581.472,4866.257,4835.9463,3335.8015,2223.2827
1239.7977,1301.6675,1486.2325,1298.9302,1778.3582,3589.058,4267.4395,4560.5537,4536.7954,2769.986,1876.386
1279.5737,1353.4755,1585.555,1366.2693,1913.8618,3747.0142,4422.9087,4741.2974,4709.3535,2912.5059,1966.1451
1242.8135,1308.704,1493.2634,1309.4498,1786.5012,3576.0862,4242.965,4533.804,4512.788,2776.951,1889.4219
1277.8206,1347.7693,1582.3496,1357.1981,1910.2891,3747.3076,4419.641,4756.676,4703.8486,2910.3892,1962.4849
1312.3427,1433.0903,1721.0139,1520.8843,2141.6897,3924.9814,4589.0044,4879.7363,4840.0464,3361.2615,2237.7432
1461.1361,1560.8802,1762.324,1633.4954,2078.8027,3450.3755,3976.4907,4203.554,4178.8335,2887.5635,2098.2466
1463.3264,1564.132,1764.9375,1637.75,2081.2708,3444.2568,3966.8286,4198.3564,4169.618,2886.0046,2100.544
1251.3458,1322.8622,1508.2991,1328.2454,1802.0724,3556.6426,4209.853,4507.2803,4476.6963,2782.0889,1905.6191
1457.38,1557.3054,1759.8928,1628.0839,2077.6924,3463.8928,3992.0955,4211.31,4194.154,2889.9277,2095.45
1465.7925,1562.6666,1761.5292,1637.1958,2076.7412,3435.1934,3955.408,4183.0723,4159.1025,2877.6108,2097.1702
1455.4463,1556.0281,1758.7781,1626.2173,2077.549,3466.0583,3995.0562,4216.1914,4197.3315,2891.1401,2095.6284
1368.0979,1481.007,1663.8975,1526.2191,1957.8275,3286.5618,3790.6177,4005.9302,4010.5432,2783.5757,2026.1422
1466.1279,1573.5604,1769.2698,1651.0209,2077.1208,3411.0652,3920.965,4134.693,4120.8022,2862.2534,2097.5232
1262.5,1334.5305,1519.5704,1344.2582,1814.8146,3538.0845,4184.108,4478.5776,4444.373,2784.3567,1917.486
1312.493,1435.5651,1726.3163,1524.1791,2147.9836,3934.2185,4593.886,4884.191,4841.649,3382.3582,2249.5674
1280.114,1359.4954,1589.9302,1368.8209,1918.4186,3728.7908,4392.6953,4715.014,4684.2676,2924.8535,1973.993
1463.9814,1576.287,1772.1829,1655.6921,2074.5093,3378.0603,3880.294,4084.3518,4073.831,2842.5972,2093.1829
1274.5411,1344.3011,1529.2988,1358.2588,1824.5059,3518.2917,4159.5483,4447.84,4412.292,2783.139,1926.673
1446.4906,1537.777,1744.6971,1603.7935,2066.8098,3474.7417,4009.0024,4232.8965,4213.723,2887.0657,2088.561
1313.3232,1437.6488,1732.2953,1529.9884,2154.7395,3942.072,4599.872,4884.623,4845.884,3402.2373,2260.5325
1283.2634,1364.1561,1594.2004,1375.8112,1923.4126,3723.7249,4390.562,4704.541,4677.343,2930.7227,1978.9347
1463.0538,1576.6394,1772.733,1658.4005,2071.4941,3355.41,3853.691,4054.328,4044.897,2828.0305,2089.0398
1443.8545,1533.8309,1742.2512,1599.4695,2064.202,3476.2888,4012.4624,4243.047,4217.343,2886.202,2088.1597
1287.8855,1356.1519,1538.9579,1373.1589,1832.9042,3497.0444,4132.9697,4416.3413,4378.923,2780.0725,1934.5374
1462.0187,1575.091,1768.4639,1656.8975,2061.359,3342.662,3834.9114,4028.5874,4028.5454,2814.3706,2080.797
1286.7804,1366.764,1595.5187,1379.1915,1927.4369,3719.0164,4384.4556,4695.776,4667.993,2934.5889,1983.5187
1441.1218,1533.8126,1742.0094,1600.1545,2064.7705,3467.4192,4000.049,4233.1475,4204.787,2883.096,2088.8477
1459.5864,1569.4463,1761.3574,1650.7267,2049.5842,3325.8293,3817.2383,4012.9485,4011.7312,2798.2734,2070.9346
1376.1884,1492.7163,1667.7349,1538.9814,1956.4419,3246.993,3746.0046,3966.0513,3963.593,2762.9302,2032.2512
1301.5724,1366.8645,1548.507,1387.5281,1842.8271,3477.5046,4105.3154,4393.6074,4346.292,2776.6472,1941.729
1455.1686,1560.6815,1749.2108,1640.4497,2036.6135,3322.4075,3821.9016,4018.8572,4016.0867,2784.3208,2059.1428
1290.2454,1369.1915,1596.4463,1383.0537,1929.5887,3712.3457,4374.3433,4679.056,4654.126,2939.813,1989.1729
1378.9767,1496.4042,1672.2546,1543.3458,1957.0468,3234.8926,3732.4019,3957.7244,3944.9954,2753.1611,2034.6565
1314.7634,1434.0867,1733.3162,1529.7354,2158.1406,3953.0188,4615.656,4909.569,4859.883,3417.0,2270.4355
1451.2974,1552.8126,1742.0538,1629.192,2025.185,3334.1921,3847.6394,4047.9812,4040.021,2777.0142,2047.9462
1433.3776,1540.3706,1747.8345,1609.3846,2070.2168,3451.9907,3973.2097,4204.704,4179.056,2885.4475,2098.161
1317.547,1384.1597,1561.899,1405.7019,1854.1854,3448.2278,4065.8357,4343.944,4299.0444,2769.946,1948.7747
1294.243,1376.1495,1602.306,1391.1099,1932.1285,3701.1309,4356.4043,4654.8643,4635.147,2941.1821,1993.0677
1381.3529,1497.3694,1673.0447,1543.567,1953.9365,3231.8213,3732.073,3956.3389,3939.5505,2741.007,2031.2565
1447.7721,1543.8372,1730.0627,1614.3931,2017.4,3349.6604,3869.6978,4077.535,4063.1838,2770.2815,2037.907
1428.3021,1542.6885,1749.6394,1610.9227,2071.028,3441.1475,3960.3513,4191.6113,4163.15,2883.8572,2099.691
1337.1401,1414.7827,1590.3972,1443.6285,1878.8014,3403.1448,3998.8972,4260.486,4223.0605,2767.6775,1967.1705
1316.387,1435.0303,1738.2355,1533.1305,2164.1282,3961.916,4624.6084,4919.091,4866.4404,3423.401,2275.3916
1383.4741,1493.054,1669.216,1539.1948,1950.946,3232.885,3736.608,3978.615,3943.4836,2731.5845,2028.9578
1297.8478,1383.0023,1609.2506,1397.5059,1937.3162,3699.951,4347.335,4650.665,4628.649,2946.8572,1998.8478
1445.0536,1545.3496,1731.3613,1613.9441,2016.8252,3357.6248,3873.4614,4079.5151,4070.1445,2767.5547,2035.7296
1423.8387,1546.7664,1754.1495,1613.9906,2072.3318,3432.4648,3955.507,4187.453,4151.3315,2882.8784,2101.1846
1443.035,1549.6074,1732.9276,1616.944,2017.6122,3353.6472,3867.972,4069.8784,4062.7244,2763.222,2034.229
1388.1111,1495.0416,1669.1945,1540.1528,1949.7963,3235.5625,3741.0022,3985.9814,3950.8171,2728.051,2028.7454
1355.806,1448.979,1624.3364,1485.0468,1903.5958,3363.7244,3939.0352,4193.126,4153.402,2764.8574,1983.8622
1301.264,1384.8668,1611.9673,1399.7477,1943.9299,3705.2102,4357.568,4649.724,4637.035,2957.7617,2005.8622
1440.9464,1552.5082,1735.0023,1619.6666,2020.6294,3347.711,3860.5781,4063.8323,4050.816,2760.4172,2034.317
1393.3185,1491.7026,1667.171,1537.1428,1950.363,3257.911,3773.1873,4021.7048,3982.0188,2731.63,2027.3888
1411.9718,1541.676,1747.0869,1601.6198,2057.6267,3440.2722,3976.5469,4195.1313,4170.1597,2874.852,2088.9883
1369.429,1470.387,1646.3286,1510.324,1924.0792,3343.599,3903.508,4143.9116,4110.6597,2762.184,1993.4406
1304.0894,1388.553,1618.5153,1404.4847,1949.5929,3711.7246,4361.8022,4650.8896,4643.974,2968.5364,2011.6705
1483.715,1593.979,1819.4486,1674.5747,2113.014,3490.7476,4026.4019,4288.598,4239.1685,2953.4158,2198.2336
1489.3271,1607.0164,1827.5,1687.1145,2111.9043,3474.8271,4001.5444,4252.6074,4216.374,2945.3247,2200.2197
1480.2318,1591.5293,1817.5035,1672.3302,2114.1616,3496.7026,4037.9016,4291.78,4252.665,2957.1523,2196.8079
1491.986,1612.5781,1830.2028,1694.2168,2112.007,3457.8672,3978.338,4228.499,4194.0464,2938.5198,2201.359
1438.4172,1549.2145,1734.3916,1616.5198,2021.2937,3338.408,3847.0862,4056.923,4037.3403,2758.7437,2035.7902
1401.8591,1522.6033,1727.7582,1576.9624,2042.216,3452.911,3996.8662,4220.944,4193.7725,2867.533,2074.094
1396.9276,1493.9323,1671.9813,1539.007,1952.8177,3282.1682,3807.3062,4062.8552,4017.3342,2741.1892,2029.1168
1477.7733,1588.3387,1815.3505,1669.465,2114.7407,3499.8994,4036.729,4306.4067,4255.603,2957.7756,2194.638
1380.7262,1484.6682,1661.0464,1528.1833,1941.2506,3333.638,3879.6426,4112.269,4082.2366,2762.58,2001.6775
1320.8645,1438.6074,1745.7758,1536.5911,2162.75,3972.3481,4649.0513,4939.5654,4884.208,3396.1074,2259.888
1495.1503,1619.2817,1834.9695,1703.6033,2113.0986,3445.277,3961.763,4210.5776,4170.075,2932.3545,2204.0728
1497.0911,1622.3809,1837.9019,1707.3085,2112.187,3442.1963,3954.5117,4206.5605,4159.5605,2925.9697,2202.7898
1475.6206,1584.487,1811.4661,1666.7588,2115.4753,3508.8643,4037.0608,4315.241,4262.382,2960.5737,2192.63
1436.5837,1541.7094,1727.5162,1608.7372,2015.528,3325.1047,3823.9302,4038.1582,4016.1465,2754.9348,2035.4349
1399.7552,1497.7599,1678.0536,1544.5828,1960.3706,3309.599,3845.0513,4098.802,4056.2144,2755.8997,2035.655
1389.0939,1495.4484,1702.8615,1543.7324,2016.6267,3475.0376,4030.4836,4277.0376,4236.6924,2860.446,2052.4038
1393.3271,1495.406,1673.2947,1543.0603,1956.29,3325.7935,3860.0093,4089.3457,4060.71,2762.0835,2008.5963
1475.3752,1584.5151,1811.9021,1667.1632,2120.3008,3522.6084,4047.408,4319.8413,4277.0654,2966.9277,2196.2913
1308.0676,1396.9836,1628.5548,1412.0093,1959.8416,3723.613,4363.296,4639.753,4629.079,2980.7551,2021.746
1163.4196,1235.6224,1433.951,1228.7366,1740.6597,3514.5361,4144.674,4434.5127,4437.3403,2711.5618,1782.2424
1160.6659,1234.3926,1430.194,1227.6682,1732.8154,3499.18,4130.5815,4418.0747,4418.9907,2699.729,1776.1892
1477.4802,1587.0933,1772.8158,1656.8975,2072.8694,3333.2285,3824.8555,4058.8904,4035.4988,2825.648,2096.3684
1167.1459,1237.3671,1437.3435,1230.0259,1747.4236,3526.873,4160.946,4458.6494,4456.734,2720.414,1786.8376
1477.2733,1588.521,1772.9065,1658.8085,2073.1401,3324.5679,3815.4136,4042.8926,4026.3108,2823.909,2098.0188
1157.9365,1232.8165,1426.0117,1226.5906,1722.36,3482.0024,4114.7437,4395.445,4393.741,2684.0493,1767.3835
1502.3153,1629.7529,1840.5317,1717.8894,2113.3928,3417.5176,3915.5483,4157.948,4109.071,2905.6707,2199.6917
1170.625,1243.1746,1450.0118,1238.7382,1759.1533,3544.599,4187.0093,4508.184,4485.3657,2725.6934,1790.2689
1323.1888,1438.2611,1746.1725,1536.0023,2155.0862,3972.324,4656.695,4945.7017,4891.063,3376.8765,2246.9045
1435.9014,1539.0869,1723.2582,1604.9977,2009.8591,3319.3262,3817.3286,4024.9482,4010.6973,2752.608,2032.1174
1155.6597,1229.5211,1417.2512,1221.1549,1712.0,3481.9272,4112.791,4380.1597,4387.4507,2674.4482,1759.5892
1403.6915,1503.4276,1685.5491,1551.2477,1969.5468,3330.9229,3872.0024,4119.9487,4083.4043,2769.979,2044.5724
1173.5883,1252.1506,1464.3577,1252.9435,1771.9059,3559.6707,4207.708,4516.9272,4507.7363,2729.2964,1793.6
1477.4009,1593.1189,1776.1958,1662.5758,2075.1328,3324.9302,3815.683,4047.6084,4026.45,2825.4663,2101.5547
1154.771,1229.0374,1413.6589,1219.3435,1704.0491,3477.9346,4114.3457,4380.6216,4387.745,2670.4229,1756.194
1474.1996,1582.7465,1809.6174,1664.0916,2120.5564,3531.763,4060.777,4328.2627,4291.0117,2970.5845,2195.8333
1503.2823,1629.4537,1839.7338,1717.4236,2112.53,3409.9214,3903.6135,4158.176,4098.1504,2897.1921,2194.6943
1479.408,1588.8485,1779.6573,1660.1888,2079.641,3347.916,3838.6365,4082.6433,4047.0886,2835.3147,2102.8416
1310.965,1400.9603,1633.9136,1415.8505,1962.465,3717.4019,4354.874,4625.5513,4618.6357,2979.507,2024.3599
1177.1002,1259.5012,1473.8391,1265.5315,1785.6433,3557.6365,4199.8623,4483.809,4495.8833,2724.4265,1794.8391
1154.5608,1227.4323,1410.3481,1215.4579,1702.1426,3496.633,4142.549,4406.9346,4419.493,2677.6052,1757.6589
1504.3645,1630.3551,1839.1729,1718.1753,2109.6938,3397.6985,3890.458,4150.2383,4087.7126,2889.4648,2191.3108
1435.7203,1535.7668,1721.1771,1601.1842,2008.9418,3321.5337,3817.9045,4036.1165,4012.5803,2750.4197,2028.2332
1478.7383,1600.1613,1783.8832,1670.7056,2079.6284,3331.7034,3822.3271,4057.0981,4032.4673,2831.0583,2109.0093
1481.1859,1596.5929,1787.7341,1668.313,2086.4895,3355.4707,3844.447,4084.6448,4052.3928,2843.4377,2110.7505
1155.0046,1225.4941,1408.2821,1212.028,1701.0979,3520.1516,4174.168,4446.0234,4453.758,2686.9814,1759.8578
1408.2349,1507.0023,1690.9861,1557.4697,1979.0116,3347.3953,3890.9348,4142.9116,4101.514,2786.6094,2055.5955
1180.3318,1261.2781,1474.7921,1267.8224,1792.1915,3545.4602,4178.703,4462.743,4468.5654,2712.4907,1793.4509
1412.6565,1511.8154,1692.9509,1565.257,1976.479,3321.5234,3839.6426,4068.1028,4040.4182,2757.2803,2014.2009
1475.6495,1585.3972,1812.6168,1669.6449,2127.9534,3534.8179,4066.6658,4325.1074,4291.1377,2977.1284,2203.8994
1312.4554,1400.3756,1634.0634,1412.3873,1962.2089,3724.1338,4370.284,4644.0283,4634.7417,2977.9177,2022.1854
1503.8881,1627.8229,1835.7319,1714.5477,2106.056,3388.5222,3877.4358,4141.506,4074.739,2883.0024,2188.1025
1364.1613,1453.944,1657.0747,1490.9813,1975.6238,3479.813,4059.507,4295.6587,4270.984,2835.9207,2012.0187
1482.0398,1599.527,1791.8806,1671.7213,2089.623,3364.6018,3853.8362,4089.4707,4061.2505,2848.253,2114.2764
1157.5939,1226.8403,1413.3309,1213.4648,1706.5446,3570.878,4243.5,4542.948,4530.613,2721.8076,1775.061
1436.7089,1536.0493,1723.4038,1602.5939,2012.676,3321.5117,3819.4624,4045.4836,4011.6128,2753.4507,2029.0282
1182.4263,1262.185,1474.8337,1267.9906,1796.7869,3551.588,4183.396,4465.527,4468.937,2707.9087,1791.8314
1420.5139,1518.7314,1701.3866,1574.3588,1986.125,3322.5996,3838.1853,4056.2083,4037.7407,2756.7314,2016.7709
1479.8951,1603.2891,1790.6876,1675.8391,2086.0374,3346.6853,3838.1096,4080.816,4047.7227,2840.2168,2116.613
1502.8318,1626.7781,1832.0887,1712.2897,2099.883,3379.2266,3868.0466,4130.486,4069.6074,2878.8528,2184.507
1160.1326,1229.2047,1415.1581,1216.1116,1711.3744,3586.428,4262.2,4558.623,4551.7676,2742.0767,1785.9302
1483.4429,1604.1422,1797.0443,1677.1865,2092.895,3375.2656,3865.3333,4097.795,4074.042,2856.7483,2120.31
1476.9764,1586.6659,1815.8047,1673.9647,2132.84,3546.9082,4090.52,4325.247,4308.0425,2984.8894,2208.4165
