B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11
1291.5988,1410.4784,1705.84,1497.4165,2087.2039,3966.9563,4736.7773,5011.0796,4983.4424,3284.6104,2163.7073
1267.3077,1335.8251,1513.4287,1343.1997,1797.1744,3506.7258,4172.147,4456.183,4426.769,2745.5496,1873.8684
1295.2269,1379.1404,1601.9924,1392.8053,1935.2871,3716.5737,4395.245,4705.304,4681.293,2981.0562,2015.2175
1272.7963,1350.7887,1526.3082,1359.735,1804.216,3491.6946,4151.973,4429.4385,4403.2896,2743.6794,1879.8167
1295.8759,1380.7336,1607.2133,1395.0653,1941.757,3729.1416,4408.155,4718.3345,4692.004,2990.1626,2020.0105
1295.0892,1414.3516,1712.5023,1504.763,2099.48,3962.3462,4719.2935,4994.169,4966.0747,3302.9326,2178.1785
1427.2744,1540.5552,1734.237,1608.1412,2037.6416,3384.9194,3890.1243,4115.1094,4100.1016,2855.6357,2088.4155
1429.6097,1543.8562,1737.017,1611.9559,2040.2412,3382.1086,3885.033,4109.1807,4093.7593,2855.5388,2090.9268
1278.6378,1358.41,1533.6571,1368.444,1811.5876,3489.6494,4147.115,4420.849,4396.762,2744.8096,1884.2949
1425.2749,1537.2878,1731.3584,1604.7864,2035.2014,3388.4297,3896.0164,4120.5815,4106.9473,2855.8162,2086.105
1432.6411,1546.5587,1739.4067,1615.0316,2043.1642,3378.7053,3879.9744,4106.4688,4087.2192,2855.966,2094.1455
1423.5449,1534.7103,1729.4171,1601.7886,2033.7261,3391.8628,3902.7668,4126.1553,4113.4604,2856.0642,2084.3071
1329.2915,1419.4176,1614.0864,1454.2622,1919.6116,3450.7664,4031.6082,4296.224,4278.2803,2806.8716,1978.3907
1437.6923,1555.0999,1747.751,1626.0194,2051.27,3373.875,3874.7832,4097.8213,4079.0518,2858.8044,2101.606
1284.9225,1364.337,1539.7638,1375.5895,1818.3679,3490.4268,4145.127,4418.499,4392.5894,2747.1995,1889.1592
1298.3885,1417.4519,1717.6543,1511.0288,2108.3315,3956.28,4699.4414,4977.2617,4946.7646,3316.8892,2190.013
1296.4965,1382.2897,1615.128,1394.8425,1951.0117,3767.443,4444.8755,4757.4404,4731.9087,3007.1362,2024.3813
1439.8163,1560.047,1751.1749,1631.7535,2056.2388,3365.7634,3866.6643,4088.02,4067.1597,2859.5024,2106.7588
1290.8577,1368.4886,1544.2455,1381.5393,1823.7009,3488.9836,4141.388,4416.8794,4386.721,2747.6082,1892.8916
1417.0906,1522.9983,1718.3688,1588.208,2025.7686,3403.4307,3922.0994,4148.1167,4133.017,2854.5002,2075.2695
1301.5725,1420.7397,1721.6982,1517.5767,2115.1345,3946.117,4676.6606,4951.082,4923.9585,3327.2866,2200.1555
1296.8956,1380.6014,1615.1143,1391.5797,1953.3634,3780.6536,4458.527,4771.272,4745.1587,3010.3206,2023.378
1439.8771,1556.7096,1748.4584,1629.0844,2053.6873,3365.0122,3867.0164,4093.5574,4067.3794,2857.4895,2105.2864
1413.2731,1517.6943,1713.2217,1581.385,2020.8214,3408.2864,3930.5864,4157.5576,4141.43,2852.8862,2070.2375
1297.5397,1373.7313,1550.118,1389.1694,1830.5304,3481.94,4128.973,4405.451,4373.1377,2746.1104,1896.9608
1438.0504,1550.2589,1741.747,1621.4305,2047.7288,3365.1897,3870.8757,4100.1455,4071.7224,2852.7576,2099.403
1297.2671,1380.9105,1617.2992,1390.8499,1955.8749,3790.9685,4470.235,4784.545,4755.647,3011.4104,2022.1608
1410.2924,1513.7175,1709.5029,1576.2158,2017.3281,3414.3123,3939.476,4168.311,4151.1475,2852.1409,2065.838
1437.5065,1546.8635,1738.3396,1617.9364,2044.8728,3365.2146,3869.4043,4098.2344,4072.3933,2850.4248,2096.8408
1340.763,1434.0839,1628.2465,1473.5863,1932.3221,3432.5833,4003.9812,4272.567,4250.454,2808.9148,1992.9777
1304.4773,1382.1727,1558.5846,1400.5117,1839.724,3471.2947,4111.029,4380.344,4353.2314,2744.9219,1902.9404
1435.0536,1539.7726,1731.7667,1608.9843,2038.3528,3368.1492,3876.997,4111.067,4080.4717,2846.0664,2090.071
1297.8622,1385.1338,1621.1892,1394.0537,1957.7097,3794.1396,4472.4023,4783.903,4756.6973,3008.7869,2020.7769
1346.1656,1440.9691,1634.2626,1482.1879,1937.1575,3425.6428,3993.9136,4258.069,4237.7666,2808.8618,1998.1534
1306.5255,1427.4518,1727.7197,1527.7677,2126.8865,3927.6753,4636.112,4904.2783,4881.7964,3343.516,2221.3623
1432.7167,1535.9941,1728.4735,1604.421,2034.5294,3375.2827,3888.9214,4124.157,4093.9236,2845.0957,2085.4426
1400.5973,1501.2784,1697.595,1560.9584,2006.7667,3428.9995,3961.6355,4194.014,4176.415,2848.5615,2053.374
1313.1368,1393.5824,1569.7502,1416.469,1852.355,3453.5952,4080.2842,4344.891,4320.03,2746.4292,1914.2521
1298.6262,1387.9742,1624.3312,1397.3383,1959.4772,3793.885,4471.1636,4778.276,4753.5913,3006.0952,2020.052
1352.448,1448.1199,1641.0468,1490.2391,1943.0398,3420.0024,3985.0603,4249.508,4226.3936,2808.0415,2003.3667
1429.5742,1532.5889,1725.7913,1600.7473,2030.4526,3378.2363,3894.6514,4133.436,4101.843,2843.9556,2081.1538
1394.0608,1493.2694,1689.8025,1550.8568,1998.8884,3438.1501,3975.7183,4210.1567,4193.9673,2844.6763,2044.436
1322.7758,1406.1548,1582.8779,1433.5835,1867.0625,3440.0532,4054.5906,4314.5947,4292.0356,2752.3428,1927.8165
1309.2565,1430.5,1730.7119,1533.2869,2132.681,3922.698,4623.861,4890.192,4867.9785,3352.5486,2233.5486
1359.1017,1456.5747,1648.3691,1499.316,1950.3662,3414.3948,3974.7822,4236.995,4213.61,2809.1409,2010.1185
1299.4775,1390.2749,1627.0146,1400.4629,1960.6013,3790.0168,4463.1216,4767.5234,4744.8516,3003.1528,2019.2931
1425.0685,1527.1487,1720.106,1594.5532,2024.6938,3378.3003,3897.472,4137.1064,4105.456,2841.8635,2076.7688
1388.8966,1487.5479,1684.0497,1543.4335,1993.7739,3444.4265,3987.9387,4224.4497,4207.5464,2843.0835,2038.6191
1420.7147,1522.9142,1715.4825,1590.3915,2020.1301,3376.3582,3895.1877,4138.3325,4104.637,2837.8816,2072.9265
1366.157,1465.251,1656.5662,1509.9259,1959.2804,3409.7761,3966.656,4229.9575,4203.793,2812.8794,2018.5009
1332.2125,1416.9801,1594.4402,1448.5546,1881.6696,3427.8418,4032.1863,4289.4736,4267.1055,2759.509,1941.3619
1300.5155,1391.5529,1628.983,1401.6552,1961.4904,3785.6436,4454.7827,4761.6973,4735.977,3001.0024,2018.6119
1415.9037,1519.7734,1711.4641,1586.5925,2014.7887,3375.2039,3896.896,4139.5483,4107.0684,2833.568,2067.9182
1373.0762,1473.6399,1666.7576,1520.8553,1969.9929,3412.9626,3968.038,4235.4624,4205.467,2820.377,2028.0737
1374.5969,1472.3563,1669.5858,1524.4124,1977.7185,3459.5374,4015.7932,4261.145,4237.8623,2833.9246,2019.5222
1340.9977,1426.6433,1605.6339,1461.7544,1895.9392,3419.3835,4015.1455,4272.0386,4247.795,2767.1438,1954.338
1301.4983,1391.7745,1629.5315,1401.6145,1960.4778,3782.4749,4448.589,4757.319,4728.836,2997.6833,2016.7751
1455.6836,1570.3584,1783.6918,1639.8403,2085.647,3506.9836,4048.6707,4296.3545,4268.7896,2926.131,2147.5908
1461.2487,1576.8646,1790.9708,1649.2375,2092.6533,3495.548,4031.3206,4274.2207,4254.378,2932.3298,2156.0042
1452.9315,1567.0099,1780.9509,1635.8994,2082.2825,3514.569,4062.5457,4309.6,4282.7925,2924.5415,2143.9907
1463.8978,1580.8832,1794.785,1653.9742,2096.1086,3491.8762,4026.4521,4265.151,4248.961,2935.451,2160.5134
1411.0211,1516.707,1708.0792,1583.0752,2009.202,3375.8003,3902.283,4143.643,4113.0957,2828.8103,2061.3489
1367.5771,1462.1544,1659.5006,1512.0631,1968.0924,3464.6777,4024.9849,4274.0176,4250.138,2827.9468,2008.883
1379.8208,1482.4186,1676.9364,1531.6702,1981.0583,3419.773,3970.6323,4237.317,4207.928,2829.6736,2038.4058
1450.3578,1564.1078,1777.9152,1631.9736,2079.0598,3519.5117,4071.3196,4320.3945,4292.183,2922.7898,2141.1
1349.3052,1436.3767,1616.7782,1474.2312,1908.9624,3418.4778,4007.0,4260.979,4238.3784,2776.1167,1966.6449
1312.7815,1433.8718,1735.116,1538.6748,2138.0688,3932.5332,4628.954,4900.9136,4868.6953,3364.335,2248.6572
1466.2047,1583.6403,1798.1632,1656.782,2098.2239,3491.4636,4025.6736,4264.094,4246.47,2937.0793,2163.541
1468.2754,1586.5029,1801.1176,1659.8322,2098.752,3491.2485,4025.244,4262.3135,4244.289,2937.7246,2165.2356
1448.6904,1562.5474,1777.0677,1629.8557,2077.4534,3526.8284,4079.9924,4333.0293,4301.051,2923.2283,2140.7014
1407.1902,1514.0217,1703.9467,1579.4678,2003.7183,3376.6091,3905.5635,4144.383,4118.5317,2824.8667,2055.7349
1386.7299,1488.7311,1685.7386,1540.1902,1992.2981,3430.013,3978.0024,4247.3325,4213.279,2841.898,2049.4568
1360.4155,1450.7931,1646.8954,1497.9719,1957.8608,3465.6697,4031.6038,4278.967,4257.9604,2821.5576,1998.7639
1357.821,1446.8428,1628.1509,1487.7517,1922.6691,3418.564,3999.6726,4252.2944,4231.1494,2784.6848,1979.1344
1446.7545,1561.1233,1776.242,1627.9877,2075.515,3531.5015,4086.7258,4341.2637,4309.454,2924.2197,2140.4407
1303.2224,1391.3397,1628.2703,1400.6124,1958.2557,3776.3848,4442.026,4748.594,4722.0767,2998.129,2017.0525
1163.9825,1235.2494,1433.2389,1225.6515,1741.8147,3540.0547,4195.475,4500.1562,4486.8096,2720.0,1775.4674
1162.4912,1232.3469,1426.5608,1221.8008,1731.5637,3527.2827,4182.394,4479.083,4472.101,2712.7693,1771.0747
1439.6813,1541.0468,1749.6532,1601.0046,2062.181,3508.7512,4058.5862,4326.58,4290.4365,2925.139,2114.568
1165.4249,1238.37,1439.0076,1230.2501,1750.7627,3543.935,4199.0913,4503.5405,4490.468,2726.173,1779.7587
1438.0753,1538.6931,1747.8069,1597.9486,2060.343,3508.8342,4058.8782,4331.1226,4291.4443,2924.0466,2113.0088
1161.6498,1230.6118,1421.6649,1219.418,1722.9066,3511.1968,4165.8804,4459.8086,4454.239,2708.2756,1768.6345
1470.7212,1587.6715,1801.9772,1660.1501,2098.9648,3494.9878,4027.9475,4262.0337,4247.145,2938.2688,2165.7651
1167.2798,1242.6512,1444.6326,1236.2137,1759.1699,3540.0684,4189.7017,4489.402,4481.6436,2733.0251,1785.5146
1313.299,1432.5844,1734.2715,1536.3649,2137.2563,3937.8418,4636.269,4912.502,4875.358,3365.8442,2250.924
1401.8481,1505.5543,1694.2915,1568.514,1994.0975,3378.3616,3912.2698,4151.625,4127.9126,2820.3855,2047.9089
1161.042,1229.8105,1418.5756,1218.597,1717.4933,3501.515,4156.415,4444.0864,4444.793,2708.2146,1768.3843
1392.6577,1495.7122,1693.9742,1549.3148,2001.732,3434.7905,3981.432,4248.899,4213.303,2850.2246,2058.4324
1168.7312,1244.768,1446.6956,1239.0836,1761.7587,3527.7622,4171.5522,4469.9263,4462.608,2732.2021,1786.9333
1437.414,1537.9133,1746.8109,1596.6692,2060.2048,3508.408,4058.026,4332.349,4290.8813,2922.0076,2112.2002
1160.616,1229.8748,1417.3344,1218.3191,1713.0796,3494.3103,4150.147,4439.164,4438.2246,2712.2043,1770.6036
1445.2587,1560.5277,1775.5237,1626.833,2074.454,3535.4688,4091.5254,4340.946,4315.256,2925.6946,2141.6953
1471.3551,1587.6237,1801.9547,1660.0017,2098.0942,3497.1255,4030.2732,4267.497,4250.459,2939.8032,2166.4023
1443.5837,1546.2892,1754.8519,1607.4725,2065.9585,3502.5288,4049.2185,4315.4683,4280.582,2924.7986,2119.4878
1304.3914,1392.6921,1628.743,1401.8551,1958.0952,3772.5977,4434.8994,4741.473,4716.5146,3000.552,2019.2552
1170.3595,1246.5792,1448.0836,1241.0958,1763.1578,3517.9321,4157.515,4454.572,4446.9893,2731.2507,1787.9287
1160.8309,1230.3276,1417.2974,1217.8344,1713.2251,3499.908,4158.9253,4450.7383,4447.7,2723.0261,1776.3079
1471.3723,1586.0187,1801.7206,1658.4185,2098.1572,3501.631,4036.8918,4281.2437,4257.545,2941.9568,2166.9368
1397.6031,1498.3484,1686.308,1559.2899,1985.7592,3383.3782,3923.2922,4164.244,4141.356,2817.0654,2040.6044
1437.5648,1538.7928,1748.4131,1598.3693,2060.856,3506.9534,4055.486,4329.7725,4287.103,2920.6406,2113.1016
1445.2601,1547.5786,1756.6522,1609.6113,2068.0298,3503.2659,4048.5833,4313.571,4280.311,2926.872,2122.0574
1160.935,1231.3354,1417.3811,1217.8823,1714.7137,3510.294,4172.5186,4465.863,4462.3438,2735.8079,1782.6897
1398.6222,1503.4294,1702.4478,1558.4219,2010.6604,3434.6587,3977.775,4241.2373,4207.6064,2855.7803,2066.9243
1171.9188,1247.4457,1448.3528,1241.7687,1763.9918,3514.2354,4152.766,4449.1567,4442.2886,2731.1594,1788.2097
1370.4948,1461.9545,1645.9376,1509.2135,1943.5344,3414.3723,3984.1382,4237.398,4213.897,2798.4912,2000.1564
1443.8595,1560.004,1776.0834,1626.3555,2075.088,3543.8882,4103.939,4349.379,4326.9355,2930.7878,2144.4517
1305.822,1393.5338,1628.3057,1403.5122,1957.4341,3765.29,4425.3623,4729.707,4706.6553,3002.924,2021.864
1471.631,1583.883,1800.9392,1655.9386,2098.5286,3507.8333,4047.9028,4295.761,4268.628,2945.1772,2167.8
1346.5604,1432.8674,1628.7816,1476.3502,1939.8353,3461.9644,4037.9077,4290.914,4264.044,2807.5862,1980.62
1446.7272,1548.2949,1757.6122,1610.8884,2068.687,3501.5293,4046.1284,4309.348,4277.2563,2924.437,2122.7295
1161.6326,1233.09,1418.1093,1218.5421,1714.5134,3529.736,4204.697,4507.8423,4496.0645,2750.2476,1789.5134
1393.629,1492.4008,1680.1198,1551.9235,1980.4948,3390.5789,3936.8137,4180.89,4156.647,2815.8967,2035.4591
1173.1475,1248.137,1447.8124,1241.4598,1762.187,3511.2866,4148.824,4445.7495,4438.133,2728.9597,1786.5425
1377.0359,1471.2042,1656.2255,1522.2042,1954.3344,3410.0112,3974.4185,4228.1377,4201.7104,2804.363,2010.5303
1437.9443,1542.6522,1752.0873,1602.3243,2062.9573,3504.9338,4050.0374,4318.2773,4279.7617,2919.4167,2115.3196
1471.4683,1583.4211,1800.8899,1655.2207,2098.351,3512.2725,4055.2876,4303.789,4276.6216,2947.9504,2168.3523
1161.8455,1233.1968,1416.1534,1217.8981,1710.2523,3533.3254,4214.985,4520.0996,4505.302,2750.5984,1789.2887
1447.9613,1548.9232,1758.5111,1611.1102,2069.6929,3503.497,4048.766,4313.339,4278.7876,2925.5059,2124.1553
1441.7491,1557.8397,1774.6462,1623.9047,2074.0935,3553.87,4117.7954,4361.974,4342.4414,2935.1958,2144.8323
