Longitude,Latitude,UHI Index
-77.280755,39.19111833,1.0070126
-77.28071,39.11026667,0.99483496
-77.280635,39.11019333,0.99483496
-77.28059333,39.15418167,0.9578302
-77.28042667,39.15406667,0.95723325
-77.28034167,39.19674167,1.0017793
-77.28028667,39.10920667,0.98961896
-77.28017667,39.15388833,1.0001479
-77.28000333,39.15378833,1.0000812
-77.279985,39.10982,0.9902811
-77.27983333,39.15371667,1.0000812
-77.279555,39.15366167,0.9552761
-77.27927167,39.15362833,0.95741314
-77.27925,39.19643167,0.99904704
-77.27898667,39.115405,0.9830616
-77.27868667,39.15351167,0.9627516
-77.27864167,39.115445,0.98172474
-77.278455,39.15344333,0.95715076
-77.27836167,39.15346333,0.95715076
-77.278315,39.11343167,0.9900041
-77.27822333,39.11484833,0.9929433
-77.27820167,39.11426167,0.98279405
-77.278195,39.11180167,0.9971952
-77.27743833,39.19637333,1.0051545
-77.277365,39.155015,0.9890695
-77.27705667,39.1716,0.9987386
-77.27703,39.15548,0.9932484
-77.277015,39.171415,1.0069405
-77.276875,39.17133167,1.0063931
-77.27668167,39.17191833,1.0033699
-77.27665833,39.19983833,0.9979621
-77.27645333,39.15641167,0.998487
-77.27638833,39.15652833,0.998487
-77.27620833,39.19895833,0.9939615
-77.27584,39.15917167,1.0063918
-77.275595,39.15728667,0.9719055
-77.27556667,39.17062,0.99772394
-77.27550667,39.20180667,1.0054302
-77.27547333,39.15727333,0.9719055
-77.27541,39.159075,1.0136545
-77.27536167,39.17284667,0.9989161
-77.27529167,39.19836667,0.97951317
-77.27523833,39.111985,0.99463904
-77.27523167,39.15917667,1.0082887
-77.27475833,39.16061667,0.99608403
-77.27466333,39.17012333,0.990824
-77.27431667,39.15686,0.9740419
-77.27431333,39.14578167,0.9956038
-77.27428667,39.16204167,0.99435997
-77.27422,39.19744333,0.9830954
-77.27420167,39.162315,1.0021363
-77.2741,39.196855,0.9959419
-77.273805,39.14644333,0.9508608
-77.27379,39.16362333,0.9892281
-77.27371667,39.16385,0.98995817
-77.27358667,39.156445,0.9683777
-77.27353667,39.20124,1.0079899
-77.27335333,39.16460333,1.0089372
-77.27323333,39.11249667,0.99367917
-77.27316333,39.20149833,1.0155878
-77.27302167,39.169195,0.9939256
-77.27296333,39.20164333,1.0026712
-77.272935,39.16519167,0.98329306
-77.27289667,39.14401,0.96707445
-77.27282,39.155955,0.9702784
-77.27262167,39.20187333,1.0121723
-77.27249333,39.165625,0.9990883
-77.27239333,39.202025,1.0121723
-77.27228667,39.175125,1.0068007
-77.272125,39.15561667,0.97487926
-77.27196833,39.16869833,0.99900067
-77.271605,39.16821333,0.9993017
-77.27159,39.20167167,1.0080022
-77.27156167,39.14252333,0.96688694
-77.27149167,39.147385,1.0079278
-77.27146667,39.20156333,0.99931276
-77.27137667,39.16785,1.001931
-77.271275,39.16766833,1.0070084
-77.27117,39.14208833,0.99433714
-77.27116333,39.20131667,1.006003
-77.27100333,39.167205,0.985598
-77.27075833,39.16678833,0.99266326
-77.27066,39.15417167,0.9946774
-77.27059333,39.15410333,0.9944572
-77.27048833,39.18311,1.0023831
-77.27038,39.11302833,0.9970728
-77.27037333,39.14785833,1.0024189
-77.27030333,39.20061833,1.0083597
-77.27018667,39.11305833,1.0064436
-77.27014,39.11485833,0.99686354
-77.27010833,39.11491833,0.9947825
-77.27004833,39.11432333,0.9891261
-77.27004667,39.11308167,1.0064436
-77.27002167,39.200435,1.00469
-77.27001333,39.11495,0.98304194
-77.26997833,39.17687167,1.0068628
-77.26959167,39.14837,0.94969445
-77.26957,39.183485,1.00406
-77.26945833,39.19985833,1.004492
-77.26940333,39.14853667,0.9780478
-77.26933333,39.18354667,1.0169888
-77.26870667,39.11530833,0.9972753
-77.268465,39.17805167,1.0106056
-77.26839333,39.19820833,1.0119668
-77.26835167,39.17814167,1.0068932
-77.26832833,39.19717167,1.0044796
-77.26826667,39.15227333,1.0048501
-77.26811167,39.15241167,0.9435964
-77.267875,39.17848833,1.0122746
-77.26773833,39.08833667,1.0126622
-77.26769667,39.11599167,0.976083
-77.26765167,39.18402167,1.0020555
-77.26758833,39.17918,1.0062993
-77.26754,39.179115,1.0062993
-77.26749667,39.17874167,1.0134552
-77.26749333,39.17905,1.0005914
-77.26741,39.11622333,0.9925164
-77.26732667,39.09108167,1.003235
-77.267155,39.09139667,1.0148678
-77.26714833,39.11654667,0.99265695
-77.26712,39.138485,0.98226404
-77.26704667,39.11671333,0.9790282
-77.26680833,39.18439833,0.99808925
-77.266605,39.09262,1.0170861
-77.266245,39.18475167,1.0024529
-77.26620833,39.09433333,0.9971039
-77.2661,39.09480833,1.0224972
-77.26609333,39.184685,0.99273837
-77.265985,39.09525,0.99572206
-77.26598,39.19364833,1.0053481
-77.265805,39.08475667,0.96503276
-77.26578333,39.19073333,1.0309092
-77.265565,39.22780833,0.98449117
-77.265525,39.19258333,1.0272667
-77.26549,39.22773667,0.9973127
-77.26549,39.11964667,0.99145633
-77.26528,39.08385667,1.0027072
-77.26524333,39.19194667,1.0314527
-77.26516667,39.191775,1.0315257
-77.265145,39.13792333,0.98396784
-77.265035,39.22877833,0.9881534
-77.26499333,39.08340333,1.0032922
-77.26472833,39.18459667,1.0076665
-77.264365,39.18451333,1.0023974
-77.26435667,39.11912667,0.9990027
-77.264225,39.09706833,1.0169579
-77.26405833,39.183335,0.99839437
-77.26394167,39.08248333,1.002667
-77.263905,39.18698333,1.0170425
-77.26382333,39.097005,1.0052476
-77.26371667,39.13784333,0.98093754
-77.26368,39.18646,1.0213009
-77.263615,39.18261667,1.0071524
-77.26347833,39.18606333,1.0213784
-77.26340667,39.22594167,0.982152
-77.263305,39.11859833,0.9876639
-77.26306667,39.06969,0.9843984
-77.26294333,39.096725,0.998
-77.26285833,39.09668667,0.998
-77.26279833,39.081995,0.9956379
-77.26253667,39.22971667,0.9959365
-77.26251,39.08190833,1.0013981
-77.262455,39.17091333,1.0100815
-77.262445,39.11818,1.0044612
-77.26244333,39.18510167,1.0268328
-77.26243167,39.171495,1.0086428
-77.262345,39.11812833,0.99828863
-77.26232667,39.137795,0.98163474
-77.26225,39.17070167,1.0102276
-77.261865,39.17277667,0.9946752
-77.261805,39.17291333,0.994452
-77.26176833,39.23002333,0.97459555
-77.26161833,39.17332667,0.99641556
-77.26154,39.08170833,0.98836964
-77.26152167,39.07062,0.99141216
-77.26147333,39.22430167,0.9976271
-77.26137667,39.22421333,1.0021223
-77.26136667,39.23014833,0.98418397
-77.26133667,39.18152667,1.0391248
-77.261335,39.06813667,0.98819804
-77.261215,39.116815,1.0045763
-77.26120833,39.08164333,0.9749448
-77.26119833,39.0681,0.98819804
-77.26115167,39.11548333,0.9974992
-77.26113,39.095495,0.9942812
-77.26106167,39.174585,1.0050815
-77.261015,39.11512667,0.99474144
-77.26098,39.09525667,1.0147116
-77.26093833,39.09518,1.0028695
-77.26091833,39.16931167,0.9832871
-77.26089833,39.09510833,1.0028695
-77.260815,39.07154167,1.0061264
-77.26063833,39.06794833,0.98985827
-77.26056,39.072185,0.98277247
-77.26051667,39.07231,0.98277247
-77.26042167,39.22301,1.0099596
-77.26028333,39.11446333,0.99262977
-77.26024333,39.18221,1.0082502
-77.260215,39.22255,1.0019878
-77.26021,39.18210167,1.0082502
-77.25997833,39.07377333,0.9854692
-77.25985,39.137725,0.9935259
-77.259795,39.09363,0.9998883
-77.25976333,39.06770833,0.9925397
-77.25972333,39.07455667,0.99990004
-77.25964833,39.23072,0.97248304
-77.25962833,39.06767167,0.9925397
-77.259585,39.09352,1.007597
-77.25927167,39.09340333,0.9923565
-77.25909833,39.16581167,0.9702875
-77.25883333,39.163615,0.99053067
-77.25882667,39.220835,0.9924651
-77.25869,39.22073167,0.9924651
-77.258465,39.163025,0.9967613
-77.25829667,39.08138333,1.0051587
-77.25827667,39.22043833,0.9937194
-77.25822833,39.09337667,0.9935747
-77.25804333,39.07701167,0.99227387
-77.2578,39.07735833,0.9988676
-77.25750833,39.21989667,0.98667103
-77.257395,39.07789,0.99369276
-77.25723833,39.114445,0.99463725
-77.25700167,39.080805,0.98999923
-77.25694333,39.23125667,0.9820736
-77.25688333,39.21943667,0.9886908
-77.25681667,39.09430333,1.0039961
-77.25675833,39.16213667,0.9967365
-77.25658667,39.080485,1.0030425
-77.25636333,39.219045,1.0110312
-77.25626167,39.11307167,0.9784796
-77.255935,39.09498833,0.9967644
-77.25590833,39.13759667,0.9890017
-77.25579667,39.07984667,1.0055914
-77.25568167,39.07980167,1.0078337
-77.25559167,39.23096,0.9788834
-77.25527333,39.08027667,1.0077871
-77.25523,39.21816333,1.0035092
-77.25521833,39.06576167,1.0083151
-77.25514,39.09661833,1.0072225
-77.25498833,39.11364667,0.98500025
-77.25479667,39.23072667,0.9790962
-77.25468333,39.17540167,0.990785
-77.25444667,39.06531833,0.9982967
-77.25442667,39.15489667,0.95196354
-77.25440833,39.2306,0.9820763
-77.25440833,39.096845,1.0020871
-77.254085,39.08028167,1.007562
-77.25405667,39.15613667,0.96689355
-77.25402833,39.23045333,0.9818756
-77.25391667,39.15630167,0.9618166
-77.25390833,39.15419,0.97161335
-77.25361167,39.15707167,0.96254426
-77.25353667,39.082745,1.015237
-77.253465,39.09712833,0.9926901
-77.25345,39.19459833,0.9995078
-77.25344,39.08345333,1.0008904
-77.253365,39.08362667,1.0121679
-77.253245,39.08005167,0.997276
-77.253015,39.11441333,0.987492
-77.25297833,39.11443333,0.987492
-77.25293333,39.17486333,1.0079207
-77.25286833,39.16175333,0.98207057
-77.25286833,39.08070167,0.9994563
-77.25286167,39.064325,1.0041703
-77.25283667,39.10356833,1.0018129
-77.25282,39.11550333,0.9910286
-77.25281333,39.11626833,0.99746186
-77.25280833,39.11597667,0.99747884
-77.2527,39.10091667,0.99494135
-77.25265,39.11751167,1.0027983
-77.25257333,39.22956667,0.9850971
-77.25255,39.117605,1.0066625
-77.25254833,39.08189167,1.00053
-77.25250833,39.10416833,0.98871726
-77.25245167,39.08185,1.00053
-77.25242667,39.16178167,0.9775881
-77.25238,39.081005,1.012983
-77.252365,39.064,1.0024482
-77.25228167,39.16179333,0.9946123
-77.25226,39.21565167,0.9942574
-77.25224,39.06392,0.9983839
-77.25220667,39.174555,1.0093676
-77.25208667,39.1049,0.99416155
-77.252035,39.15935667,0.98923796
-77.25198667,39.21551833,1.012076
-77.25196833,39.15413833,0.9829892
-77.25189333,39.174425,1.0089658
-77.25185,39.08471333,1.0122088
-77.25184833,39.21545,0.99181783
-77.25178833,39.10567,1.0021552
-77.25152167,39.22893167,1.0066303
-77.251485,39.15987667,0.9907835
-77.251305,39.19462667,0.99055034
-77.251205,39.117265,1.0053126
-77.25112,39.13652167,0.993446
-77.25110667,39.063175,1.0021932
-77.25070167,39.21488833,0.99856544
-77.25065833,39.08094667,0.9951824
-77.250635,39.11707833,1.0117319
-77.25036833,39.08523833,1.0132012
-77.25034167,39.17405667,1.0026593
-77.25032,39.22817833,0.98461485
-77.25014,39.19452667,0.9951322
-77.25012667,39.10710167,1.0046947
-77.24998833,39.19449333,0.9951322
-77.24991333,39.10687167,1.000297
-77.24974,39.116805,1.0087467
-77.24961167,39.15392833,0.9936983
-77.249235,39.08550833,1.0131013
-77.24919333,39.194145,0.99999964
-77.24914167,39.08549667,1.0099016
-77.24911167,39.227405,0.98880225
-77.24896833,39.19399333,0.9921817
-77.248825,39.11654167,0.99919623
-77.248765,39.061865,0.99658227
-77.24866667,39.21278833,0.995437
-77.24859333,39.08405833,1.008987
-77.24857167,39.08132,1.0064427
-77.24851167,39.10604167,1.0012077
-77.24839,39.134755,0.98888206
-77.248335,39.10604,1.0040071
-77.24820667,39.22678167,1.0073911
-77.24811167,39.15262833,0.99441594
-77.24810833,39.226705,1.0073911
-77.24763,39.22627667,0.9862429
-77.24746333,39.22590167,0.98231345
-77.24733333,39.13425,0.986476
-77.24720333,39.06120167,0.9890045
-77.24704,39.08102167,0.9936708
-77.246975,39.20863167,1.0075582
-77.24677,39.10672167,0.9976612
-77.246695,39.11584167,1.0024155
-77.24669167,39.20761833,0.9976227
-77.24668833,39.060935,0.9867807
-77.24662667,39.20739167,0.9997815
-77.24656333,39.207165,0.98809344
-77.24642333,39.08087167,1.0013069
-77.24639833,39.084525,0.9995294
-77.24636333,39.15121833,0.9853972
-77.246275,39.13382667,0.98919535
-77.24623167,39.20593,1.0073631
-77.24612333,39.20549667,0.9874708
-77.246065,39.06060167,0.97367156
-77.24606167,39.11618,1.0219843
-77.24601,39.11624,1.0058571
-77.24593833,39.084645,1.0057031
-77.24577333,39.10658333,1.0002352
-77.24569833,39.116645,1.0214883
-77.24553,39.10657333,0.95716625
-77.24526667,39.11726,1.0093334
-77.24515167,39.11750833,1.0121785
-77.24498333,39.13343333,1.0071491
-77.24497,39.11803833,0.98941946
-77.24494,39.059975,0.9701526
-77.244845,39.133405,0.99823725
-77.24476167,39.150635,0.994445
-77.24472167,39.118595,0.988948
-77.244645,39.10666833,1.003755
-77.24462333,39.15071167,0.991347
-77.244585,39.11894667,1.0020132
-77.24450333,39.05959,0.98713803
-77.24445167,39.13330167,0.9961044
-77.244305,39.10674833,0.9945244
-77.24429667,39.11978167,0.98733765
-77.24406,39.058835,0.9902208
-77.24401333,39.15089833,0.9577006
-77.24398833,39.10679,1.011789
-77.24398333,39.12045,0.99053884
-77.24392667,39.22276,0.995146
-77.24387,39.121295,0.9997142
-77.24382333,39.05838,0.9901195
-77.24376333,39.122405,0.99098134
-77.243655,39.12406,0.9992107
-77.24362167,39.12391667,0.99266565
-77.24352667,39.12466,0.98641974
-77.24340667,39.22203,1.0012509
-77.24336667,39.177455,1.0047171
-77.24335167,39.22192,1.0023742
-77.24334333,39.15108333,0.9915254
-77.24330167,39.21951833,0.99879056
-77.243255,39.22170667,0.99848086
-77.24321833,39.22159667,0.99871606
-77.24321833,39.08022,1.0025487
-77.24318333,39.22148667,1.0075793
-77.243065,39.12295667,1.0023841
-77.24305333,39.12301833,0.9998207
-77.24304667,39.12307833,0.9998207
-77.24304333,39.12554333,0.99450827
-77.242995,39.10659667,1.0116985
-77.24292167,39.10660333,1.0116985
-77.24288833,39.132695,0.99307984
-77.24256,39.179295,0.99810886
-77.24244333,39.05577333,0.99287534
-77.242435,39.178015,1.0065219
-77.24236833,39.10681167,1.0116433
-77.242255,39.21708167,1.0012783
-77.242135,39.17882,1.0002979
-77.24206167,39.05509,0.9991401
-77.24193333,39.20375,1.0008621
-77.24188,39.20342667,0.9780039
-77.24184,39.20336833,0.99524397
-77.24175667,39.20384833,0.97993726
-77.241225,39.126695,1.0036767
-77.24109,39.13172833,1.001587
-77.24104833,39.15258667,0.97127795
-77.24085167,39.15273167,0.95558155
-77.24082833,39.13153833,1.0050952
-77.24067167,39.10789,1.0062732
-77.24065833,39.21629,0.99645054
-77.24055833,39.11214,1.0257274
-77.24045167,39.20424833,0.99048644
-77.24037333,39.11252167,1.0092597
-77.24036833,39.13114,0.9983555
-77.24028667,39.11259833,1.00013
-77.24024,39.20431,0.9723124
-77.24021333,39.12705167,0.99993545
-77.24020333,39.10822,0.98475474
-77.24009167,39.11168333,0.99892724
-77.24006167,39.130855,1.0033721
-77.23998667,39.11286667,1.0038751
-77.23975667,39.21055,1.0054363
-77.23969167,39.10854167,1.017479
-77.239665,39.21078333,1.0149128
-77.23966333,39.15355833,0.96620387
-77.23958167,39.20148333,0.9722851
-77.23951833,39.20146333,0.9722851
-77.23944667,39.20144167,0.9724616
-77.239435,39.15727167,0.92364335
-77.23942333,39.05223833,0.99895346
-77.23936667,39.21226333,0.9985622
-77.23933,39.12746167,1.0001906
-77.23922,39.21612667,1.0060762
-77.23921667,39.19732167,0.9875428
-77.23906667,39.215005,1.0053053
-77.23903667,39.19892833,0.9678214
-77.23897833,39.08052333,1.0061462
-77.23896167,39.19917,0.9670039
-77.238935,39.20123333,0.97240424
-77.23866,39.08646,1.0128067
-77.238615,39.15920833,0.92422575
-77.23860833,39.20079833,0.9722735
-77.23857333,39.20610833,0.9778871
-77.23854667,39.20700833,0.99844515
-77.23854333,39.20708667,0.9778084
-77.23853667,39.20724667,0.97462285
-77.23842,39.131005,0.999123
-77.23841333,39.15925667,0.93093026
-77.23837667,39.12177333,1.0171508
-77.238325,39.15453167,0.9862688
-77.23828333,39.15453,0.9862688
-77.23823333,39.11988,1.0159271
-77.238205,39.05153667,0.9999673
-77.23819833,39.10887833,1.0174887
-77.238175,39.12069,1.0238451
-77.23815,39.12104833,1.0174379
-77.238025,39.11494833,1.0035065
-77.238025,39.17556333,1.0094725
-77.23799333,39.108865,1.0234009
-77.23793333,39.121295,1.023746
-77.23792833,39.20886667,0.9942042
-77.237875,39.10961167,1.025632
-77.23782833,39.08076,1.001059
-77.23782333,39.11513,0.99422544
-77.23778667,39.19605333,0.9969268
-77.23777333,39.11539333,0.98970944
-77.23775833,39.11549167,0.98970944
-77.23775833,39.12822,1.0122916
-77.237705,39.15933333,0.9320209
-77.237635,39.155115,0.92461425
-77.23761,39.119775,1.0176218
-77.23759833,39.20914,0.9821273
-77.23755833,39.20992833,0.98020047
-77.23754833,39.11651667,1.0042478
-77.23751333,39.11975333,1.0176218
-77.237455,39.10891833,1.0173031
-77.23737,39.20948167,0.9784408
-77.23735,39.08728167,1.0130922
-77.237235,39.08739,0.9962921
-77.23717667,39.08744333,1.0268103
-77.23710167,39.173395,1.0013777
-77.236965,39.173135,1.0015906
-77.23687167,39.19703667,0.9865149
-77.23681333,39.11711167,1.0122045
-77.23673667,39.08789667,1.0006119
-77.23662833,39.11713833,1.0137839
-77.23661,39.11961833,1.0236399
-77.23638333,39.11713833,1.0119512
-77.23602833,39.11724833,1.0193236
-77.23596,39.12328333,1.0047134
-77.23595667,39.13147667,0.99326473
-77.23592833,39.11736833,1.007775
-77.23588167,39.12327667,1.0239768
-77.23587333,39.17646333,0.99338394
-77.235615,39.17074167,0.9952005
-77.23558667,39.19743,0.9861545
-77.23553833,39.11811667,1.0210571
-77.23552667,39.15956,0.9281523
-77.23536833,39.11791833,1.0220017
-77.23536167,39.17656333,1.0050161
-77.23533833,39.08193833,0.9970494
-77.23533667,39.13157167,0.9926591
-77.23531833,39.11783833,1.0259085
-77.2352,39.13156667,0.9926591
-77.23516667,39.144695,0.9899157
-77.235075,39.12907667,1.0163505
-77.23506333,39.14476167,0.9875986
-77.234995,39.14422833,0.98977774
-77.234835,39.09067333,1.010964
-77.23477,39.09079,1.0053476
-77.23476333,39.12909167,0.99946165
-77.23470333,39.090905,1.0053476
-77.23467333,39.144965,0.9878781
-77.23457,39.14310833,0.9853615
-77.23457,39.082185,1.0065923
-77.23455333,39.14290833,0.9852065
-77.23451,39.09125333,1.0170662
-77.23445333,39.14136833,0.98210794
-77.23442833,39.12316,1.021439
-77.234385,39.15982,0.931074
-77.23432333,39.12909333,1.0181695
-77.234195,39.12909167,1.0042058
-77.23414833,39.14090333,1.0013431
-77.23410833,39.16876167,0.9921463
-77.23402833,39.14542333,1.0071751
-77.23397,39.19061167,0.98563355
-77.23394333,39.19072,0.985245
-77.23381667,39.140615,1.0020888
-77.23371667,39.14055,0.99386793
-77.23362667,39.12313833,1.0100039
-77.233585,39.048685,1.0066488
-77.23357333,39.092925,0.9987928
-77.233445,39.14622667,0.99091923
-77.23341833,39.09315333,0.99836874
-77.23329667,39.192895,0.97251743
-77.23327,39.14667,0.99499035
-77.23324833,39.04858167,0.99780774
-77.23323833,39.16006167,0.9653072
-77.23320667,39.05027833,0.99456036
-77.23312667,39.04980167,0.9896864
-77.23312333,39.05126333,1.0062152
-77.23307667,39.04883667,0.99570245
-77.23307167,39.048925,0.99570245
-77.23305,39.08269833,1.006651
-77.232965,39.051635,1.0040184
-77.23281167,39.18697667,0.9818389
-77.232675,39.16043,0.94781387
-77.23251833,39.14978,1.0096924
-77.23250667,39.18506333,0.99692655
-77.23241833,39.17771333,0.97789073
-77.23240833,39.05294333,0.98845196
-77.232385,39.12349667,1.0016812
-77.23230167,39.05317167,0.98797786
-77.23228667,39.18424333,1.004766
-77.23226,39.12353833,1.008458
-77.232245,39.184135,1.004766
-77.23221833,39.19411667,0.9980691
-77.23213167,39.14738333,1.0045996
-77.232055,39.195985,0.9922152
-77.23202667,39.16095333,0.9500938
-77.23200167,39.05486,0.9912905
-77.231975,39.05558333,1.0116138
-77.23196333,39.18332,1.0078647
-77.23192667,39.1832,1.0057685
-77.23178667,39.18147333,0.99045044
-77.23177833,39.18167,0.9874495
-77.231755,39.18197833,0.991769
-77.23168333,39.16124667,0.9779151
-77.23167833,39.19420833,0.97232556
-77.23166,39.09542333,1.0247188
-77.23138833,39.17815667,0.99550825
-77.231325,39.15280833,1.0043391
-77.23132333,39.05741,1.0137987
-77.23128667,39.19520167,0.99388295
-77.23116667,39.09592833,1.0268792
-77.23111667,39.12390667,1.0023503
-77.231105,39.05793333,1.0095109
-77.23108167,39.12392,1.0023503
-77.230965,39.15341167,1.0038975
-77.23092167,39.16161,0.94838625
-77.23087667,39.05859,0.99487585
-77.23087333,39.19441,0.9680931
-77.23081167,39.16786667,0.99739254
-77.23075833,39.08344333,0.994307
-77.230525,39.12903833,1.0139799
-77.23051667,39.12849667,1.0091542
-77.23045,39.08354833,0.99233973
-77.23039,39.127595,1.016028
-77.230305,39.124045,0.9995772
-77.23025167,39.06046,0.9976479
-77.230185,39.12917833,1.00417
-77.230155,39.12752667,1.0121961
-77.23013,39.162085,0.99264276
-77.230065,39.060915,0.99143547
-77.22999667,39.06384667,1.0063909
-77.229985,39.06128,0.98744744
-77.22981667,39.16265,0.95272183
-77.22976833,39.12919167,1.006439
-77.22932167,39.16350833,0.94280136
-77.22918,39.12384667,0.9989815
-77.229175,39.09731,1.0267595
-77.228995,39.12381333,0.99272585
-77.22896333,39.14082333,0.9929769
-77.22894833,39.12750167,1.0077331
-77.228825,39.08408667,1.0024792
-77.22862667,39.12745167,0.99528897
-77.22841,39.14109667,0.99913317
-77.22833833,39.16428667,0.9782078
-77.22826833,39.14132167,1.0026973
-77.228205,39.16567,1.0099673
-77.22812,39.14144833,1.0026973
-77.22804167,39.14150667,1.00259
-77.22786833,39.14161167,1.0022501
-77.22784833,39.16525333,0.9584269
-77.22782,39.12387167,1.0097214
-77.22781,39.12721667,0.9991909
-77.22753667,39.16470667,0.96258897
