B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11
1320.2963,1393.7778,1594.9907,1489.8518,1958.3148,3466.7036,4024.389,4318.1113,4337.1206,3052.074,2129.5
1335.3889,1424.7037,1641.7314,1549.9722,2021.3518,3473.963,4000.9907,4327.907,4316.1206,3135.0925,2201.287
1280.4717,1401.0566,1628.8208,1426.4056,1841.934,3826.698,4845.67,5082.3774,5029.0093,2793.368,1867.1415
1346.3868,1456.6415,1683.3679,1598.3019,2072.783,3499.2737,3996.1604,4331.3774,4314.6133,3198.4622,2256.585
1353.422,1471.6239,1711.1467,1623.8899,2107.844,3537.9082,4039.0,4396.2754,4340.6055,3246.3027,2291.2751
1284.9905,1400.5524,1624.9048,1425.9238,1837.6666,3793.6667,4800.5522,5020.895,4983.971,2784.7334,1867.1143
1355.8868,1474.8868,1724.0,1631.7452,2134.2642,3579.5754,4086.698,4424.283,4386.84,3287.0566,2317.4246
1354.7314,1465.9722,1721.8148,1599.8148,2110.2314,3629.4814,4158.2314,4490.352,4451.2593,3246.8796,2274.6296
1342.0092,1433.211,1684.7247,1532.7432,2058.422,3677.2478,4231.4497,4531.6514,4528.11,3190.688,2210.4863
1296.5094,1415.8302,1644.849,1447.5566,1887.1604,3753.3774,4646.066,4872.9434,4842.6885,2834.4812,1916.915
1331.4673,1398.785,1633.4392,1469.9626,1995.9159,3658.6074,4249.131,4503.4395,4551.215,3094.4766,2130.9346
1325.915,1389.8585,1608.5189,1441.9056,1951.4811,3597.1416,4203.481,4462.1885,4493.717,3015.9434,2084.415
1298.8,1422.5714,1657.7238,1459.238,1922.2476,3727.6096,4557.105,4775.8096,4763.029,2862.2856,1945.1333
1323.5048,1388.0762,1595.4667,1426.5809,1913.6,3508.9333,4131.7427,4413.8477,4397.7905,2947.419,2051.1333
1326.0178,1404.5892,1597.9642,1442.7678,1908.2411,3412.741,4032.1965,4320.6606,4288.1606,2928.5178,2062.6697
1303.8148,1426.0463,1660.4722,1469.3241,1951.5,3716.4353,4483.8706,4691.0186,4694.2407,2901.9907,1976.0093
1332.1238,1425.9524,1604.7333,1473.0,1923.7428,3319.9238,3919.1619,4193.3335,4158.476,2925.8,2093.1714
1311.6542,1429.1122,1659.6355,1477.785,1972.785,3710.5327,4442.14,4598.0376,4655.8037,2926.0466,1993.0281
1347.8585,1477.8585,1674.1038,1539.1038,2006.0566,3394.5566,3963.085,4281.604,4227.8774,3033.0566,2176.0095
1355.4166,1500.7686,1706.9445,1564.1945,2041.7222,3459.8704,4046.463,4319.7036,4310.5835,3057.824,2187.7314
1316.1981,1425.7452,1659.2548,1480.3019,2006.5189,3748.4905,4450.4526,4644.698,4671.915,2985.5754,2028.151
1357.0476,1500.238,1715.981,1558.7047,2058.0857,3524.3713,4105.486,4379.581,4368.962,3049.8667,2175.3428
1318.963,1430.6852,1676.7778,1498.1111,2043.6389,3793.8704,4470.824,4660.9443,4684.657,3060.9814,2069.5925
1333.1698,1466.8302,1692.217,1507.2548,2015.1887,3649.67,4234.6885,4529.2075,4530.085,2955.547,2068.0095
1306.8381,1484.2667,1726.1333,1535.2953,2056.238,3689.4666,4254.1333,4508.381,4503.7046,3012.7334,2101.7715
1295.0648,1440.5927,1677.3148,1479.8427,2010.2407,3742.463,4345.6206,4619.7407,4609.222,2998.6575,2065.6482
1281.6636,1393.9065,1623.6915,1420.2897,1960.2897,3751.6821,4384.3364,4695.701,4669.411,2965.2524,2022.3738
1314.3148,1517.0278,1764.3796,1580.0648,2086.8518,3645.2686,4188.4443,4416.315,4432.5186,3016.6296,2124.0833
1319.3036,1435.1608,1694.0267,1507.9733,2069.991,3812.6965,4475.098,4675.4463,4689.384,3130.6072,2108.866
1271.2018,1368.0183,1583.9082,1384.9082,1920.3578,3705.5413,4346.2754,4690.239,4628.4585,2913.211,1990.211
1315.4,1425.4,1656.6761,1446.8572,1981.7524,3726.4285,4349.4,4652.1904,4646.638,2937.9238,2024.5524
1321.0283,1533.0754,1777.1415,1599.5471,2097.6038,3582.802,4097.4526,4325.2266,4344.085,2992.934,2130.783
1261.6095,1348.7142,1548.0,1360.8477,1877.1714,3652.3523,4291.6763,4615.6,4570.4287,2851.3713,1955.0762
1332.7363,1531.1,1773.7,1596.6091,2091.6636,3544.5364,4032.991,4266.4,4279.273,2960.9182,2123.991
1254.4486,1337.6823,1526.4113,1345.7477,1850.6915,3602.9626,4234.5796,4528.4297,4510.953,2812.6821,1939.0281
1247.1619,1338.6666,1520.981,1343.2,1831.619,3572.3333,4206.562,4475.2573,4467.048,2796.495,1933.7142
1354.2037,1515.5834,1744.3796,1567.2222,2055.6943,3479.4075,3975.7593,4190.593,4190.8335,2899.3333,2091.5464
1323.1981,1439.4246,1708.8679,1514.8679,2101.7737,3825.9717,4466.8584,4690.7734,4695.9243,3210.9812,2157.3774
1361.2953,1487.6761,1712.5048,1536.3524,2028.1714,3456.6858,3966.4094,4199.8286,4171.857,2870.8572,2070.6763
1245.7075,1356.5283,1541.5283,1366.6415,1842.6132,3560.4434,4180.9717,4402.679,4435.396,2805.3584,1953.0377
1280.9434,1371.1321,1626.6981,1369.9529,1952.4811,3884.83,4574.396,4951.2075,4890.9526,2959.2642,1989.8773
1366.6542,1475.9626,1691.3177,1517.9906,2001.6262,3418.8972,3939.187,4163.757,4140.701,2842.0466,2053.2898
1273.2991,1354.1309,1613.4673,1349.4486,1941.6915,3911.813,4633.224,5005.2524,4939.4395,2964.813,1984.0747
1322.2476,1451.981,1714.219,1523.4572,2107.4666,3828.1904,4438.6855,4628.476,4675.5713,3236.6953,2177.5525
1250.75,1385.1852,1578.287,1402.7222,1867.6111,3572.8425,4183.787,4404.648,4425.5835,2835.1575,1988.4445
1266.7548,1333.6415,1592.0094,1326.849,1926.151,3910.3208,4658.283,5018.6226,4952.4434,2961.3208,1976.1604
1257.219,1395.019,1596.6476,1419.4572,1877.1238,3601.181,4214.029,4435.2764,4458.1143,2846.3142,2000.5714
1263.7358,1336.4246,1591.2736,1335.934,1921.6227,3879.7263,4610.34,4954.8867,4901.085,2954.7925,1975.8868
1325.3928,1461.1072,1730.3392,1534.5714,2129.9731,3839.5625,4430.4194,4661.3213,4665.6694,3287.5269,2213.0625
1489.0944,1629.8773,1829.3208,1719.1698,2164.5283,3382.5,3840.434,4096.34,4032.151,2896.5754,2149.7546
1490.1759,1629.0,1828.6666,1719.8055,2161.426,3362.2314,3807.824,4072.7222,3998.1296,2884.8333,2148.1204
1269.4623,1409.5471,1614.783,1438.5094,1883.349,3586.2642,4194.245,4440.6416,4432.736,2843.0754,2006.7075
1482.6095,1637.2476,1836.9905,1724.4762,2170.476,3398.1333,3863.7524,4127.6953,4051.9048,2900.3523,2150.8667
1492.6573,1627.8148,1823.3982,1717.7222,2146.7036,3334.1575,3781.2686,4021.2778,3963.2593,2864.0278,2136.5647
1481.3619,1628.0952,1826.3905,1711.1523,2167.2476,3413.8572,3886.2285,4151.4287,4071.3142,2901.562,2145.7048
1371.75,1452.1923,1624.875,1485.4135,1921.3654,3209.0674,3709.423,3913.0576,3899.1345,2719.8364,2004.4423
1491.125,1619.6697,1808.5892,1705.9733,2092.366,3282.1606,3741.6428,3969.375,3917.6965,2797.0356,2087.2947
1280.4392,1419.1963,1619.8972,1449.3177,1892.9346,3550.841,4148.5796,4375.589,4378.2056,2836.486,2011.3832
1324.2858,1453.1072,1723.8125,1520.5,2129.2769,3824.2678,4415.098,4692.857,4655.991,3289.4285,2221.0625
1270.0178,1325.6608,1551.6786,1327.1517,1886.6339,3731.116,4369.2056,4665.732,4679.6963,2874.9285,1931.8303
1475.6786,1564.9553,1753.5803,1637.1875,2027.2233,3307.3035,3804.4644,4043.0535,3992.7144,2747.741,2034.3303
1289.271,1429.8505,1632.1495,1470.2523,1910.4205,3485.9907,4064.243,4310.4673,4290.14,2836.757,2025.2991
1471.5377,1622.6321,1823.7925,1699.3868,2149.1887,3462.4717,3956.8113,4217.7925,4142.3867,2894.6604,2124.1604
1322.5981,1444.9813,1710.2804,1504.3364,2121.5234,3858.7944,4451.0747,4728.3926,4693.7944,3297.2148,2221.617
1275.7686,1332.7686,1544.6111,1335.9073,1872.6018,3652.75,4273.9443,4552.0186,4570.343,2835.8425,1915.5927
1466.283,1537.4529,1726.5944,1601.1227,1999.6604,3342.2263,3859.953,4100.0,4053.4905,2729.8774,2005.6227
1467.2115,1600.6635,1807.1346,1670.9807,2142.8076,3491.7114,3985.7212,4280.346,4175.596,2896.548,2117.8364
1296.3585,1435.8679,1636.2452,1481.3113,1912.5,3420.868,3980.7454,4247.679,4208.7734,2819.7925,2024.717
1456.0,1511.2222,1697.9814,1560.8241,1971.1852,3372.3796,3904.4167,4122.093,4101.8794,2703.8147,1971.8055
1282.3085,1336.7009,1542.5514,1345.4299,1865.9065,3582.9534,4199.626,4441.8315,4470.6543,2814.9065,1911.3458
1461.9813,1594.9813,1801.0935,1662.5981,2135.187,3512.159,4028.271,4308.897,4225.4487,2901.0747,2110.8037
1445.9048,1512.1714,1696.4191,1560.9524,1958.3143,3376.0571,3916.6953,4093.8286,4110.971,2684.1904,1953.8953
1382.0454,1475.3818,1642.8455,1510.3818,1917.7,3168.5364,3640.0,3846.4,3828.0364,2690.4456,2001.4182
1304.8208,1444.4434,1635.4056,1493.9811,1923.6981,3344.33,3889.547,4142.9434,4104.5,2800.0095,2028.3868
1437.7925,1505.3868,1689.6698,1552.6792,1951.9811,3378.7454,3925.7925,4098.396,4113.481,2667.698,1940.7264
1287.7905,1340.0095,1536.4667,1347.9714,1859.9619,3551.6477,4176.105,4353.01,4421.2666,2795.1143,1900.9524
1385.7736,1465.5094,1637.3396,1499.0377,1911.0754,3191.4622,3677.0283,3885.1133,3859.047,2689.283,1990.3396
1319.2925,1437.217,1703.4434,1496.2736,2094.8113,3894.3208,4561.5757,4913.8115,4788.066,3260.8774,2193.1133
1432.3085,1508.1495,1699.5608,1556.8505,1958.0281,3383.0562,3925.0188,4099.2896,4109.673,2665.1775,1938.0654
1447.4496,1542.4037,1764.9633,1604.8807,2104.1008,3596.642,4180.1284,4471.89,4383.67,2925.6514,2093.7156
1317.7407,1440.3334,1628.037,1491.0648,1916.787,3305.1853,3833.8057,4103.3706,4051.8147,2772.287,2013.1018
1296.0377,1349.5283,1542.8962,1355.8208,1860.5471,3510.2546,4147.83,4322.302,4376.67,2788.8208,1902.5
1387.3143,1461.5238,1636.7142,1492.2572,1909.1523,3210.7524,3712.0286,3970.1333,3892.6667,2685.7048,1984.5333
1429.4259,1509.1666,1706.6389,1562.9352,1964.4352,3397.6018,3925.8147,4112.963,4125.787,2672.5,1943.2593
1439.6355,1510.0374,1743.7383,1568.1028,2091.8225,3657.6543,4260.0933,4575.0654,4472.243,2939.6636,2084.2244
1338.0286,1440.2572,1625.7238,1491.8477,1899.8191,3276.962,3798.438,4044.6858,4014.6953,2744.6382,1993.5714
1320.9814,1447.7037,1720.7963,1517.0278,2117.0557,3905.8704,4592.0,4916.3335,4811.7407,3286.2407,2208.213
1383.8411,1466.0281,1642.4299,1497.7009,1915.0935,3251.5608,3774.4111,4052.729,3966.9534,2700.1309,1991.1589
1303.2358,1364.6604,1554.3208,1367.2452,1863.2548,3487.4246,4118.16,4307.019,4360.33,2774.1887,1896.3585
1427.9259,1496.4537,1695.213,1545.4259,1962.6018,3416.1204,3946.6018,4149.778,4147.815,2677.75,1940.1389
1430.6604,1496.7264,1723.9434,1547.349,2076.2737,3654.632,4251.4624,4544.321,4468.16,2932.2546,2075.1887
1425.3334,1500.3048,1698.4476,1554.4952,1976.3524,3391.019,3909.6191,4118.819,4108.2,2684.581,1952.6761
1384.5803,1473.9286,1647.6428,1505.2053,1922.1072,3285.2769,3825.5981,4080.6785,4022.3928,2707.5803,1998.0447
1359.1714,1435.2095,1614.7238,1482.3239,1895.1238,3277.7715,3807.819,4037.238,4011.581,2729.6477,1984.1809
1308.7103,1373.9719,1563.514,1375.1776,1861.0,3457.3926,4091.1216,4289.3457,4344.4673,2755.0842,1892.1776
1425.4667,1505.4762,1699.238,1553.3619,1971.619,3392.257,3924.4856,4118.2095,4119.2285,2683.7239,1948.9619
1383.3119,1471.6422,1651.1835,1503.5597,1931.578,3313.6238,3861.11,4135.3027,4057.6973,2719.6514,2013.4128
1413.1321,1484.8773,1710.915,1527.7264,2055.9812,3603.934,4193.519,4418.3774,4392.755,2888.4905,2050.9905
1377.5093,1440.6296,1622.4814,1484.0648,1898.537,3293.8704,3821.6575,4105.222,4022.824,2722.7407,1980.713
1313.4205,1370.944,1559.757,1368.7944,1859.7477,3458.3364,4082.617,4322.0,4334.776,2754.5793,1897.7383
1490.5524,1619.0286,1851.4572,1729.9905,2164.7905,3552.5334,4093.2095,4325.7334,4280.181,2971.6096,2236.181
1498.8365,1621.9807,1846.7404,1719.7115,2154.125,3490.0674,3993.2405,4227.6924,4178.9136,2938.5288,2229.548
1488.5754,1613.9529,1853.1604,1723.566,2164.0566,3583.085,4143.4717,4390.0757,4339.7925,2996.717,2242.1038
1505.8396,1637.283,1852.8019,1736.6415,2145.3584,3430.6226,3911.7454,4118.868,4097.2734,2918.717,2230.2358
1431.1455,1510.991,1695.1091,1550.0364,1979.0,3410.5637,3961.6182,4184.291,4149.691,2696.309,1955.1545
1403.849,1499.8679,1716.651,1540.8773,2046.2925,3524.4717,4080.7546,4314.5093,4273.1226,2849.868,2045.3208
1381.566,1468.1698,1651.8113,1498.8773,1932.4811,3352.7642,3914.7454,4158.868,4115.0,2724.717,2015.9811
1487.5,1609.5093,1852.1945,1716.1573,2165.9353,3598.0925,4166.1294,4435.907,4371.287,3015.6943,2249.787
1393.5983,1456.9464,1634.4553,1493.8661,1909.7053,3310.116,3848.1519,4142.9644,4040.3215,2716.259,1979.2322
1325.8113,1457.0283,1757.8019,1554.4529,2156.0942,3955.0283,4674.406,4957.4526,4891.6885,3348.5754,2244.698
1511.6887,1668.3113,1877.1698,1772.4056,2155.302,3383.1038,3848.453,4044.2263,4033.17,2911.085,2241.7737
1515.6823,1681.4486,1889.9065,1789.9906,2158.1494,3345.9907,3784.9065,4012.7664,3969.6448,2906.5327,2251.1963
1488.9717,1615.3302,1856.7452,1721.5189,2167.9246,3598.1792,4167.9907,4425.906,4383.4434,3025.085,2256.0283
1440.1545,1531.1364,1712.6,1572.3455,1999.6,3404.9182,3951.9546,4203.1636,4137.8,2714.2363,1979.8636
1379.6095,1478.5809,1665.381,1507.0476,1938.8,3368.1238,3928.4,4174.2095,4137.038,2732.7334,2023.5238
1397.3055,1518.2037,1723.4907,1560.7407,2036.6945,3435.4075,3955.111,4163.4814,4148.0464,2806.3982,2036.0648
1409.25,1500.8392,1666.6608,1534.4197,1941.7678,3293.5981,3829.1697,4081.6785,4013.6606,2715.3125,1995.6608
1490.8074,1613.9817,1849.367,1716.9541,2168.2292,3592.6697,4154.33,4393.743,4375.4404,3036.8623,2263.046
1315.7075,1383.066,1570.3773,1382.5377,1856.0189,3447.198,4061.8113,4270.2075,4310.2266,2750.6038,1913.6321
1170.219,1272.8857,1462.6666,1281.2476,1734.8857,3370.7905,3950.3904,4194.6094,4204.467,2684.0286,1809.0571
1167.3773,1265.2264,1442.3679,1267.9529,1707.2548,3310.6133,3882.0378,4123.4526,4135.5757,2646.434,1789.1132
1507.981,1626.8857,1792.4286,1711.381,2079.2095,3165.9429,3609.781,3847.4475,3796.562,2757.3333,2086.1619
1174.4476,1281.9714,1480.7524,1293.4572,1772.238,3440.1904,4029.962,4254.781,4291.3047,2733.7905,1836.0
1507.1604,1637.0283,1802.283,1718.5944,2085.802,3193.3584,3641.4434,3876.585,3826.6133,2766.7454,2087.7642
1165.3962,1257.066,1426.8302,1255.8302,1688.8113,3278.915,3846.1133,4055.83,4097.2266,2621.3584,1774.6321
1520.8868,1697.6981,1895.9246,1803.6698,2158.783,3286.953,3709.915,3923.3208,3895.5566,2900.868,2263.566
1179.5421,1287.3085,1495.4113,1300.7196,1810.3364,3516.4485,4123.4204,4337.103,4403.4297,2786.7664,1863.3551
1330.2476,1465.6952,1770.4191,1571.7238,2163.505,3937.9333,4631.1904,4881.7715,4846.876,3338.5334,2246.1047
1447.6666,1568.7238,1745.6571,1611.6,2023.8953,3400.781,3942.7144,4182.095,4126.2285,2737.3809,2008.4191
1161.6132,1252.3962,1425.1038,1253.1038,1677.4529,3266.151,3843.5283,4057.5095,4093.5754,2611.0942,1763.2358
1381.0927,1470.0278,1656.7778,1497.4166,1933.4352,3376.639,3947.8796,4207.574,4158.898,2725.7222,2014.8334
1183.2936,1284.4037,1500.9175,1295.2844,1834.055,3585.7798,4195.3486,4470.1284,4501.633,2828.835,1880.5688
1506.3427,1631.8982,1798.6389,1711.4259,2090.2036,3220.176,3670.463,3897.6482,3860.3518,2775.2593,2086.213
1159.6296,1246.8241,1423.3704,1247.9722,1682.4352,3312.6853,3905.0186,4130.7407,4162.3335,2623.7314,1762.6573
1491.915,1622.6321,1853.5566,1728.915,2169.302,3561.4622,4112.16,4345.4526,4345.6133,3045.8396,2272.1887
1521.0447,1710.1875,1905.0803,1815.5447,2160.116,3291.8215,3716.1519,3926.4285,3895.5981,2902.75,2264.4197
1504.213,1618.2778,1782.2686,1708.2037,2062.537,3111.287,3533.9722,3751.0925,3729.2778,2747.0,2083.5186
1315.0952,1383.1428,1575.1714,1381.4762,1863.8953,3468.457,4087.5525,4314.038,4330.7046,2773.3428,1931.5333
1187.4679,1282.9908,1510.2844,1293.7798,1848.5963,3625.5413,4243.927,4562.312,4565.927,2849.5413,1889.0
1157.3143,1238.8762,1413.2285,1240.0286,1680.3048,3345.0,3953.8953,4161.181,4214.4478,2625.962,1755.981
1520.8868,1728.3019,1922.585,1833.217,2168.3396,3313.0188,3742.434,3945.283,3933.953,2915.8396,2271.2546
1456.085,1619.7548,1796.3868,1671.6887,2057.151,3383.5,3903.849,4122.717,4083.0942,2762.047,2047.3019
1506.2572,1630.1238,1807.6476,1713.3619,2102.7048,3263.4666,3720.1714,3980.6477,3912.8857,2788.3618,2090.1238
1502.2452,1627.4906,1790.1698,1719.1604,2064.0283,3102.7925,3513.0188,3717.8113,3708.1792,2742.9717,2083.1604
1155.9908,1236.3027,1414.7982,1236.0,1695.2477,3423.0276,4057.578,4257.101,4317.67,2652.2568,1764.0
1385.0,1467.5,1655.1428,1497.375,1934.7411,3397.4644,3979.7053,4224.8213,4188.116,2733.991,2015.7858
1192.8679,1276.5283,1502.7264,1287.8679,1842.2452,3605.0378,4226.717,4547.245,4549.934,2819.83,1874.651
1432.4857,1598.3715,1764.5143,1645.619,2011.6381,3275.7905,3791.0762,3995.524,3962.6096,2744.0762,2044.762
1493.019,1626.2762,1860.5143,1736.3334,2168.0667,3513.8286,4060.543,4342.857,4296.533,3044.2095,2280.5715
1313.0281,1384.4392,1581.9813,1386.243,1879.8224,3478.4019,4114.243,4332.4487,4339.1587,2806.813,1960.0187
1518.7222,1731.6111,1928.8982,1832.1389,2172.5464,3352.111,3802.1943,4005.1853,4005.2036,2931.824,2270.8982
1387.5238,1527.3334,1709.6476,1561.7047,2001.9238,3255.019,3766.2095,3926.8762,3919.2761,2716.4856,2000.219
1499.6604,1626.2358,1785.717,1714.0754,2054.4058,3103.6226,3516.6038,3700.17,3722.2925,2745.3396,2079.5095
1157.2858,1236.4476,1421.4476,1232.2667,1706.4762,3548.524,4221.476,4430.971,4492.7617,2701.743,1776.0381
1457.1887,1631.849,1803.8962,1683.349,2067.3867,3377.9246,3890.415,4119.717,4069.3584,2771.6133,2061.2075
1197.2019,1286.3462,1515.2981,1301.6154,1838.8269,3589.7212,4213.2886,4552.8076,4534.6826,2782.9136,1858.6538
1441.4286,1611.3839,1780.9286,1662.0089,2033.6428,3296.5356,3802.0356,4008.7856,3976.009,2756.8303,2056.491
1506.2936,1623.578,1811.156,1705.9266,2115.8806,3322.2478,3793.578,4068.4404,3987.8806,2805.6147,2096.7798
1514.762,1729.5333,1935.0381,1835.6666,2166.9333,3398.2476,3850.0286,4057.0286,4045.4666,2937.2761,2265.495
1160.0648,1236.3055,1422.463,1231.1111,1706.3518,3587.1943,4282.4907,4531.5557,4557.1665,2717.5925,1780.9352
1497.9352,1632.7037,1791.787,1718.7686,2055.4443,3103.8982,3526.2686,3698.4075,3738.9167,2750.0,2081.389
1490.5754,1627.7452,1859.651,1738.2264,2170.4717,3492.5754,4035.9717,4317.0757,4269.7266,3054.83,2290.217
1394.1038,1461.0189,1651.5,1492.4434,1937.8868,3422.1792,4012.33,4254.34,4220.321,2742.302,2015.783
