B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11
1253.2444,1340.5524,1562.0721,1368.9719,1907.4906,3735.9211,4442.37,4746.029,4749.1274,3022.4724,1999.3191
1239.4749,1322.5292,1539.6196,1337.6799,1873.1425,3740.345,4462.8867,4768.104,4765.77,2954.8904,1942.5719
1239.2996,1322.434,1539.5872,1337.5278,1873.091,3740.756,4463.362,4768.646,4766.2236,2954.5054,1942.2302
1253.4292,1340.8358,1562.3861,1369.3818,1907.9088,3735.7998,4442.015,4745.4863,4748.8154,3023.1782,2000.004
1239.1261,1322.2759,1539.464,1337.2826,1872.926,3741.016,4463.7,4769.105,4766.482,2953.9353,1941.7682
1238.969,1322.1395,1539.3752,1337.059,1872.8158,3741.3635,4464.253,4769.673,4766.9526,2953.48,1941.3677
1253.5835,1341.0242,1562.6301,1369.6565,1908.2186,3735.7039,4441.7534,4745.415,4748.6646,3023.8152,2000.5802
1238.8292,1321.9601,1539.2239,1336.7637,1872.6498,3741.7666,4464.8853,4770.3076,4767.5156,2953.0054,1940.9233
1238.6934,1321.8242,1539.1085,1336.5084,1872.4849,3742.1663,4465.569,4771.0015,4768.1284,2952.5684,1940.4988
1253.7394,1341.2021,1562.8579,1369.9281,1908.5785,3735.733,4441.688,4745.42,4748.6807,3024.5842,2001.2129
1238.5332,1321.6333,1538.912,1336.1664,1872.2737,3742.4568,4466.0864,4771.65,4768.5967,2952.0881,1940.0488
1238.374,1321.4889,1538.7898,1335.9297,1872.1176,3742.7705,4466.583,4772.175,4769.0854,2951.6948,1939.6653
1253.8585,1341.3414,1563.01,1370.1455,1908.7909,3735.5266,4441.3857,4745.0776,4748.4224,3025.0693,2001.6809
1238.2147,1321.3772,1538.6849,1335.7401,1871.9635,3743.005,4467.007,4772.5894,4769.496,2951.3013,1939.2755
1238.0234,1321.1663,1538.4769,1335.4502,1871.7184,3743.2302,4467.4756,4773.1323,4769.945,2950.8022,1938.7821
1237.672,1320.7833,1538.0364,1334.8536,1871.2048,3743.4983,4468.123,4773.7783,4770.505,2949.7007,1937.7478
1254.0228,1341.5636,1563.1334,1370.4108,1908.9473,3734.785,4440.298,4743.6904,4747.473,3025.4553,2002.2723
1237.4741,1320.5739,1537.8296,1334.4994,1870.9286,3743.9446,4468.868,4774.5195,4771.247,2949.171,1937.1698
1237.2863,1320.3646,1537.6418,1334.1378,1870.6342,3744.377,4469.5767,4775.362,4771.944,2948.5762,1936.5724
1254.085,1341.6205,1563.1317,1370.4911,1908.9015,3734.3103,4439.6733,4742.9956,4746.868,3025.422,2002.4346
1237.0798,1320.0958,1537.413,1333.6903,1870.3132,3744.9006,4470.4346,4776.3623,4772.797,2947.9968,1935.9314
1236.8568,1319.88,1537.1938,1333.2739,1869.9773,3745.4307,4471.2495,4777.059,4773.6143,2947.418,1935.2743
1254.1692,1341.7218,1563.2117,1370.6494,1908.9424,3733.8425,4439.104,4742.3716,4746.2495,3025.4807,2002.674
1236.654,1319.6504,1537.0035,1332.9338,1869.7832,3746.0789,4472.1504,4777.924,4774.554,2947.0737,1934.8033
1254.236,1341.784,1563.219,1370.7308,1908.8895,3733.2568,4438.3984,4741.611,4745.5176,3025.325,2002.7468
1236.2434,1319.1569,1536.6393,1332.1187,1869.3748,3747.7175,4474.588,4780.495,4777.0576,2946.2815,1933.6664
1236.0637,1318.9738,1536.5532,1331.7789,1869.3011,3748.7517,4476.088,4782.147,4778.5396,2945.9192,1933.1807
1254.2899,1341.8303,1563.2172,1370.8145,1908.8273,3732.6062,4437.618,4740.7065,4744.702,3025.18,2002.842
1235.8741,1318.7914,1536.4785,1331.4308,1869.2302,3749.871,4477.594,4783.8535,4780.0366,2945.5105,1932.6411
1254.3405,1341.8384,1563.1567,1370.823,1908.7704,3732.0608,4436.915,4739.852,4743.9785,3025.1282,2002.9922
1235.1753,1317.93,1535.902,1330.105,1868.8259,3753.3225,4482.48,4788.7705,4784.805,2943.9429,1930.6652
1333.2297,1424.6945,1622.2892,1461.0442,1928.7448,3533.122,4158.117,4427.612,4406.349,2860.0303,1984.1693
1332.4373,1423.6122,1621.0393,1459.7521,1927.2214,3531.8882,4157.253,4426.501,4405.3057,2857.8838,1982.3658
1331.597,1422.6182,1619.8989,1458.528,1925.7164,3530.6165,4156.3047,4425.446,4404.2056,2855.6726,1980.5287
1334.0564,1425.8004,1623.5558,1462.3849,1930.3258,3534.281,4158.743,4428.503,4407.026,2862.0952,1986.0013
1254.3822,1341.8287,1563.1062,1370.8201,1908.7084,3731.6853,4436.403,4739.2964,4743.49,3025.1553,2003.1688
1330.7825,1421.7812,1618.9001,1457.4696,1924.3208,3529.0579,4154.8994,4423.939,4402.608,2853.3315,1978.7523
1234.9274,1317.6334,1535.7874,1329.7073,1868.8447,3754.7634,4484.229,4790.713,4786.5225,2943.6333,1930.117
1334.8892,1426.9474,1624.8552,1463.8378,1931.9333,3535.141,4158.994,4428.7324,4407.2827,2864.0076,1987.8066
1329.9631,1421.0535,1617.9967,1456.5493,1922.9606,3527.3342,4153.289,4422.1445,4400.7197,2850.9387,1977.0309
1335.6726,1427.9686,1626.0197,1465.1821,1933.3882,3535.7168,4158.9653,4428.4224,4407.2637,2865.7056,1989.4171
1329.1409,1420.3054,1617.0765,1455.5857,1921.5911,3525.5552,4151.5566,4420.1855,4398.7583,2848.5393,1975.3037
1328.3868,1419.5988,1616.1694,1454.6307,1920.3019,3523.7095,4149.6626,4418.1523,4396.6484,2846.115,1973.6277
1337.0059,1429.4706,1627.8102,1467.251,1935.8834,3536.6978,4158.509,4427.796,4406.9204,2868.657,1992.2191
1254.4324,1341.8807,1563.1549,1370.9247,1908.756,3731.2957,4435.8486,4738.807,4742.963,3025.3074,2003.4536
1337.5962,1430.0438,1628.546,1468.0935,1936.9609,3537.0405,4158.155,4427.3794,4406.5674,2869.947,1993.4407
1327.6559,1418.7693,1615.0966,1453.5596,1918.7446,3521.539,4147.477,4415.598,4394.143,2843.5056,1971.8563
1234.3774,1317.1384,1535.6273,1329.0204,1868.9503,3757.246,4487.157,4793.7793,4789.484,2943.1675,1929.145
1338.1927,1430.6433,1629.2875,1468.9675,1938.0223,3537.0334,4157.323,4426.4736,4405.697,2871.028,1994.6245
1234.1184,1316.8057,1535.4338,1328.6377,1868.9636,3758.3645,4488.4805,4795.298,4790.835,2943.0342,1928.7275
1254.4707,1341.9293,1563.1759,1371.0106,1908.74,3730.8777,4435.3125,4738.146,4742.433,3025.4111,2003.6738
1326.2933,1416.5485,1612.4062,1450.7584,1915.3131,3517.1567,4143.0156,4410.36,4389.1074,2838.1724,1968.2097
1233.8635,1316.499,1535.2836,1328.341,1869.0096,3759.3665,4489.7974,4796.6636,4792.1714,2942.9797,1928.3883
1325.7921,1415.755,1611.4193,1449.7292,1913.9058,3515.0295,4140.722,4407.8696,4386.5005,2835.6685,1966.6943
1233.6443,1316.2579,1535.1849,1328.1188,1869.0149,3760.2122,4490.84,4797.9463,4793.214,2942.9067,1928.0619
1254.5062,1341.9967,1563.2268,1371.1135,1908.7822,3730.5754,4434.8726,4737.644,4741.955,3025.536,2003.901
1310.4188,1396.9818,1585.9512,1422.4541,1873.7494,3446.0857,4061.6152,4321.845,4299.944,2762.8445,1919.7119
1310.5913,1397.1829,1586.2975,1422.7909,1874.4631,3447.8074,4063.7085,4324.144,4302.231,2764.312,1920.5214
1325.3169,1415.1923,1610.6438,1448.9786,1912.5796,3512.558,4137.9614,4404.7646,4383.3823,2833.085,1965.2935
1310.3906,1396.9333,1585.7549,1422.2928,1873.2943,3444.593,4059.7844,4319.7793,4297.889,2761.6228,1919.1438
1310.9403,1397.5956,1586.9033,1423.4163,1875.533,3449.9868,4066.281,4326.9385,4305.007,2766.3032,1921.742
1310.5013,1397.0469,1585.7836,1422.3872,1873.1304,3443.618,4058.5645,4318.3535,4296.4907,2760.8845,1918.921
1340.6466,1433.5687,1632.7239,1473.1553,1942.5712,3536.241,4152.9214,4422.05,4401.115,2875.2202,1999.5984
1311.9851,1398.9761,1588.717,1425.3396,1878.2952,3454.728,4071.894,4333.1045,4311.0186,2770.9045,1924.7931
1324.981,1414.8463,1610.0774,1448.5211,1911.5656,3509.9783,4134.867,4401.384,4379.904,2830.695,1964.1954
1254.5436,1342.0547,1563.2261,1371.179,1908.7616,3730.1272,4434.266,4736.939,4741.357,3025.4917,2004.0449
1233.3134,1315.6997,1534.7607,1327.5336,1868.8448,3761.2566,4492.03,4799.205,4794.4536,2942.4172,1927.3368
1313.2151,1400.6658,1590.8763,1427.6589,1881.273,3459.3066,4077.1226,4338.736,4316.658,2775.554,1928.0471
1324.7471,1414.6754,1609.7212,1448.3121,1910.6549,3507.255,4131.507,4397.768,4376.1675,2828.4436,1963.2944
1311.3076,1398.0089,1586.4905,1423.4794,1873.3058,3440.5322,4054.303,4313.582,4291.592,2758.955,1918.8856
1254.5728,1342.1073,1563.214,1371.2443,1908.7241,3729.6921,4433.6343,4736.219,4740.782,3025.4546,2004.2083
1233.1945,1315.5735,1534.6539,1327.3749,1868.6954,3761.192,4491.9277,4799.23,4794.3364,2941.8674,1926.8981
1313.9058,1401.6024,1592.02,1428.9467,1882.8405,3461.3743,4079.3967,4341.124,4319.0835,2777.8433,1929.7777
1311.558,1398.3334,1586.7053,1423.8334,1873.3086,3439.2651,4052.6045,4311.5977,4289.657,2758.185,1918.8323
1324.6141,1414.485,1609.3362,1448.0867,1909.8063,3504.4946,4128.119,4394.056,4372.36,2826.2026,1962.4475
1314.5345,1402.333,1592.9465,1430.0264,1884.2446,3463.433,4081.7698,4343.5615,4321.599,2780.024,1931.3887
1233.0968,1315.5483,1534.5887,1327.2769,1868.5326,3760.9841,4491.6646,4799.0615,4794.021,2941.282,1926.4766
1311.8539,1398.695,1586.9686,1424.2551,1873.3573,3437.8748,4050.6755,4309.34,4287.47,2757.3557,1918.799
1315.256,1403.1467,1593.95,1431.2327,1885.7329,3465.3682,4083.9355,4345.5757,4323.873,2782.2656,1933.1525
1342.4331,1435.5524,1634.9429,1476.0302,1945.5077,3535.1455,4149.1196,4418.232,4397.1206,2877.7012,2002.8904
1324.5907,1414.2987,1608.9478,1447.8812,1909.0044,3501.5706,4124.5103,4389.9785,4368.265,2823.946,1961.6483
1316.0406,1404.0575,1595.0636,1432.5713,1887.2982,3467.218,4085.9465,4347.5547,4325.9624,2784.5215,1935.0195
1233.041,1315.538,1534.4999,1327.1725,1868.3433,3760.6968,4491.2866,4798.7217,4793.5737,2940.6467,1926.0557
1342.948,1436.1621,1635.5986,1476.9392,1946.3094,3534.4258,4147.4136,4416.4844,4395.348,2878.2512,2003.8519
1254.6582,1342.269,1563.2313,1371.492,1908.66,3728.5425,4432.137,4734.5405,4739.2666,3025.296,2004.5657
1316.8027,1404.9741,1596.2063,1433.9238,1888.9069,3469.136,4088.0195,4349.6465,4328.15,2786.9185,1936.9539
1312.4961,1399.4257,1587.4307,1425.0826,1873.2838,3434.2922,4045.9072,4303.738,4282.061,2755.2615,1918.5964
1324.5988,1414.0779,1608.5033,1447.6266,1908.2185,3498.5144,4120.6865,4385.6743,4363.9546,2821.6155,1960.8284
1233.0144,1315.508,1534.37,1327.0475,1868.0878,3760.279,4490.826,4798.1377,4792.996,2939.9688,1925.6165
1343.4718,1436.6813,1636.174,1477.7356,1947.1111,3533.753,4145.84,4414.8516,4393.6924,2878.8386,2004.8356
1317.6174,1405.9531,1597.3822,1435.3578,1890.51,3470.6196,4089.56,4351.212,4329.6973,2789.1045,1938.8818
1312.7858,1399.7139,1587.5641,1425.4133,1873.1222,3432.1052,4043.0881,4300.5786,4278.86,2753.967,1918.3822
1324.6569,1414.0859,1608.2908,1447.6018,1907.5238,3495.5317,4116.8584,4381.3564,4359.6567,2819.336,1960.0388
1254.7095,1342.3146,1563.1946,1371.5846,1908.5942,3727.9167,4431.3564,4733.776,4738.4517,3025.1787,2004.6947
1343.969,1437.1758,1636.714,1478.476,1947.8597,3533.177,4144.305,4413.284,4392.1255,2879.4023,2005.782
1232.9904,1315.475,1534.2529,1326.9241,1867.8427,3759.9092,4490.4204,4797.763,4792.531,2939.4207,1925.2765
1318.4518,1406.965,1598.5826,1436.8011,1892.1357,3472.1675,4091.1135,4352.841,4331.29,2791.3835,1940.8677
1313.1094,1400.028,1587.7069,1425.764,1872.9673,3429.8103,4040.0837,4297.1997,4275.432,2752.6514,1918.2026
1319.3617,1408.128,1599.941,1438.4465,1893.8875,3473.666,4092.5208,4354.264,4332.7817,2793.7642,1942.9753
1344.4767,1437.6582,1637.2251,1479.1747,1948.5447,3532.6384,4142.9194,4411.9365,4390.705,2879.9978,2006.7155
1324.7335,1414.1353,1608.1091,1447.6035,1906.9034,3492.6394,4113.187,4377.362,4355.5195,2817.0784,1959.2517
1232.9839,1315.4506,1534.1394,1326.802,1867.63,3759.6858,4490.146,4797.3467,4792.228,2938.9507,1924.9845
1320.2749,1409.2523,1601.2249,1440.0273,1895.5387,3474.711,4093.2908,4354.954,4333.5874,2795.8606,1944.9733
1344.9858,1438.1743,1637.7842,1479.9641,1949.2966,3532.0242,4141.521,4410.6377,4389.233,2880.6497,2007.7047
1313.8237,1400.7719,1588.0837,1426.649,1872.6853,3424.9097,4033.5618,4289.791,4268.0386,2749.902,1917.9177
1324.81,1414.2323,1607.9954,1447.6904,1906.3679,3490.0344,4109.9053,4373.6396,4351.8296,2815.05,1958.5525
1232.9899,1315.4253,1534.0282,1326.6708,1867.4486,3759.5842,4490.0327,4797.064,4792.12,2938.5696,1924.724
1348.9255,1445.1304,1651.0769,1495.822,1971.2916,3542.5354,4142.5645,4412.083,4392.7695,2920.241,2039.9623
1348.7313,1444.9327,1650.6442,1495.4188,1970.6013,3541.6907,4141.7217,4411.1694,4391.9214,2919.2527,2039.1975
1349.1199,1445.3821,1651.4064,1496.1725,1971.6431,3542.575,4142.5156,4411.982,4392.5967,2920.4958,2040.3337
1348.7914,1444.9849,1650.5514,1495.3878,1970.2891,3540.8552,4140.7314,4410.0215,4390.7725,2918.4846,2038.8304
1321.1725,1410.2969,1602.408,1441.4962,1897.0762,3475.5105,4093.8364,4355.5503,4334.09,2797.7131,1946.835
1314.1808,1401.1967,1588.3123,1427.1692,1872.5284,3422.1223,4029.8542,4285.736,4263.8984,2748.4067,1917.7803
1345.5227,1438.838,1638.4506,1480.8755,1950.1304,3531.4983,4140.1353,4409.0073,4387.814,2881.3127,2008.7004
1349.3555,1445.6823,1651.7678,1496.5923,1972.019,3542.3853,4142.0347,4411.4404,4392.005,2920.5989,2040.7042
1324.8798,1414.3458,1607.8906,1447.7644,1905.8477,3487.6265,4106.8555,4370.0864,4348.3564,2813.0999,1957.8472
1254.7828,1342.4297,1563.0552,1371.7448,1908.2852,3726.4546,4429.666,4731.87,4736.7275,3024.7585,2004.8143
1348.8667,1445.0182,1650.4161,1495.3152,1969.9475,3540.0112,4139.6846,4408.803,4389.5825,2917.6414,2038.4312
1348.9594,1445.0596,1650.2826,1495.2432,1969.6348,3539.087,4138.48,4407.452,4388.2573,2916.779,2038.0483
1349.6395,1446.0121,1652.1104,1497.0238,1972.3545,3542.007,4141.315,4410.579,4391.1377,2920.543,2041.0377
1322.0426,1411.309,1603.5374,1442.8922,1898.4932,3476.1448,4094.1658,4355.815,4334.3496,2799.3462,1948.557
1346.0037,1439.4437,1639.1118,1481.7338,1950.9354,3531.0476,4138.8325,4407.4336,4386.4414,2881.994,2009.7025
1314.6035,1401.753,1588.6846,1427.832,1872.4622,3419.2795,4026.0728,4281.5024,4259.5796,2746.8945,1917.698
1324.9746,1414.43,1607.7623,1447.8005,1905.3308,3485.4275,4104.104,4366.9766,4345.2075,2811.1953,1957.1118
1349.977,1446.4066,1652.5104,1497.5385,1972.7224,3541.4534,4140.317,4409.3335,4389.962,2920.3538,2041.366
1232.9629,1315.348,1533.8677,1326.4285,1867.1385,3759.6636,4490.1597,4797.4346,4792.301,2937.8857,1924.1829
1213.7156,1291.2224,1498.7314,1293.451,1819.5703,3729.6494,4481.087,4791.056,4781.316,2867.415,1870.1313
1213.6793,1291.1617,1498.6188,1293.5516,1819.4702,3729.212,4480.9004,4790.7905,4781.0083,2867.4497,1870.24
1346.1368,1440.6061,1641.7722,1485.1503,1955.3578,3527.7476,4130.0537,4398.3936,4378.392,2891.4785,2018.1808
1213.7897,1291.3624,1498.9487,1293.452,1819.7244,3730.0813,4481.2915,4791.2495,4781.634,2867.5415,1870.148
1346.1396,1440.6156,1641.6686,1485.0558,1955.232,3527.8613,4130.346,4398.6777,4378.6235,2890.9966,2017.762
1213.6704,1291.1337,1498.5647,1293.6868,1819.4326,3728.7107,4480.6665,4790.669,4780.6445,2867.6072,1870.4767
1349.1876,1445.1782,1650.0352,1495.1421,1968.8961,3537.0322,4135.913,4404.7554,4385.397,2914.834,2037.1622
1213.8755,1291.4576,1499.1067,1293.4026,1819.9121,3730.4082,4481.3677,4791.142,4781.809,2867.728,1870.2339
1254.8057,1342.4794,1562.9557,1371.832,1908.048,3725.5537,4428.6514,4730.795,4735.6616,3024.4424,2004.8092
1322.906,1412.3118,1604.6365,1444.2828,1899.8424,3476.5828,4094.1973,4355.7495,4334.28,2800.794,1950.1844
1213.6938,1291.1877,1498.5917,1293.9095,1819.4797,3728.2905,4480.443,4790.4824,4780.2695,2867.8545,1870.8007
1346.4257,1439.9539,1639.7026,1482.4843,1951.6561,3530.5256,4137.526,4405.9453,4385.0005,2882.5278,2010.5819
1213.9956,1291.6724,1499.4398,1293.5929,1820.2655,3730.8103,4481.5327,4791.1763,4782.0503,2868.1033,1870.4958
1346.3827,1440.921,1641.8657,1485.3209,1955.3468,3527.7,4130.115,4398.432,4378.2607,2890.532,2017.6129
1213.7627,1291.3541,1498.721,1294.2981,1819.6765,3727.851,4480.1455,4790.0986,4779.88,2868.2524,1871.2574
1350.3302,1446.8419,1652.9337,1498.0706,1973.0698,3540.8796,4139.3296,4408.0845,4388.7334,2920.138,2041.6815
1349.3137,1445.2877,1649.9595,1495.1617,1968.5712,3535.8862,4134.583,4403.2847,4383.885,2913.9033,2036.7635
1346.6284,1441.0763,1642.3494,1485.8888,1956.0337,3527.1665,4128.8228,4397.0654,4377.0635,2892.1973,2019.2623
1232.9551,1315.3088,1533.7771,1326.3018,1867.0146,3759.8064,4490.28,4797.6855,4792.475,2937.622,1923.938
1214.1047,1291.8938,1499.7949,1293.7969,1820.6017,3731.1057,4481.548,4791.281,4782.129,2868.3772,1870.7278
1213.8896,1291.5958,1498.9637,1294.7762,1820.0199,3727.5337,4479.974,4789.9272,4779.5674,2868.7852,1871.8368
1349.3998,1445.3325,1649.832,1495.1395,1968.2253,3534.7698,4133.3145,4401.8833,4382.464,2913.0486,2036.3689
1323.691,1413.2052,1605.5931,1445.5035,1900.982,3476.833,4094.0623,4355.382,4334.0347,2801.9062,1951.5503
1346.7491,1441.2555,1642.063,1485.6648,1955.5463,3527.365,4129.668,4397.739,4377.589,2890.0596,2017.5793
1346.9888,1441.4535,1642.7567,1486.4109,1956.4413,3526.8,4128.1704,4396.3936,4376.261,2892.3674,2019.7598
1214.0286,1291.8286,1499.1553,1295.1171,1820.2483,3727.0989,4479.699,4789.549,4779.157,2869.1694,1872.2762
1346.8625,1440.5864,1640.3844,1483.3605,1952.429,3529.9187,4136.1494,4404.268,4383.4,2883.0137,2011.4811
1214.2257,1292.0518,1500.0778,1293.9176,1820.9326,3731.4546,4481.6636,4791.404,4782.3096,2868.6592,1870.9562
1325.2439,1414.7213,1607.6976,1448.0323,1904.5741,3481.518,4099.106,4361.0835,4339.4736,2807.951,1956.0063
1350.6986,1447.3088,1653.4039,1498.6561,1973.4661,3540.154,4138.128,4406.656,4387.2837,2919.878,2042.0415
1232.9197,1315.2192,1533.6144,1326.1238,1866.8285,3759.8655,4490.3228,4797.69,4792.5625,2937.3152,1923.6511
1349.531,1445.4194,1649.7438,1495.1814,1967.8987,3533.4897,4131.835,4400.157,4380.8125,2912.1519,2036.0092
1315.5466,1402.9454,1589.4626,1429.179,1872.3895,3413.6897,4018.4573,4272.837,4251.0093,2744.0051,1917.7133
1347.2987,1441.8221,1643.1478,1486.9164,1956.8475,3526.4697,4127.548,4395.6626,4375.535,2892.5493,2020.238
1214.3812,1292.4554,1499.9238,1296.1102,1821.1609,3726.827,4479.6445,4789.3555,4778.795,2870.5376,1873.5806
1324.3452,1413.9169,1606.3579,1446.4753,1901.9352,3477.0715,4094.0654,4355.255,4333.8936,2802.8428,1952.6885
1214.3644,1292.174,1500.2986,1293.9841,1821.2175,3731.7456,4481.7476,4791.443,4782.426,2868.8079,1871.0874
1325.3418,1414.8722,1607.7086,1448.0897,1904.237,3480.0708,4097.2764,4358.8867,4337.3716,2806.6868,1955.5309
1347.2391,1441.7134,1642.427,1486.1764,1955.8721,3526.8738,4128.901,4396.74,4376.573,2889.6462,2017.7046
1349.6736,1445.565,1649.7239,1495.2958,1967.6226,3532.1792,4130.2656,4398.355,4379.0415,2911.2861,2035.7104
1214.5621,1292.7838,1500.3562,1296.6672,1821.6858,3726.8945,4479.7656,4789.388,4778.8057,2871.294,1874.2548
1347.5955,1442.2112,1643.5752,1487.4462,1957.3121,3526.3167,4127.129,4395.1016,4375.044,2892.853,2020.7628
1351.0599,1447.7533,1653.8589,1499.2188,1973.8832,3539.478,4137.0054,4405.3247,4385.876,2919.6382,2042.4114
